,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1390173.6479351986
Total Return [%],39.017364793519874
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000222
Total Fees Paid,0.0
Max Drawdown [%],14.287544352652729
Max Drawdown Duration,58 days 00:00:00
Total Trades,42746
Total Closed Trades,42486
Total Open Trades,260
Open Trade PnL,-27789.329002190094
Win Rate [%],54.33319211034223
Best Trade [%],104.47159333628184
Worst Trade [%],-40.405886275344805
Avg Winning Trade [%],4.4964314521709
Avg Losing Trade [%],-4.863708684480239
Avg Winning Trade Duration,8 days 18:26:45.683590365
Avg Losing Trade Duration,15 days 02:43:13.914217468
Profit Factor,1.5971925550297026
Expectancy,9.714486835584868
Sharpe Ratio,1.5747067221213487
Calmar Ratio,2.7845844318834354
Omega Ratio,1.2644353763497482
Sortino Ratio,2.084588244145502
