,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1366082.185670077
Total Return [%],36.608218567007704
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000095
Total Fees Paid,0.0
Max Drawdown [%],15.74040924903038
Max Drawdown Duration,113 days 00:00:00
Total Trades,46429
Total Closed Trades,46169
Total Open Trades,260
Open Trade PnL,-13344.111935232742
Win Rate [%],64.09712144512551
Best Trade [%],199.39777828339146
Worst Trade [%],-28.34486564460437
Avg Winning Trade [%],3.958465024363743
Avg Losing Trade [%],-2.988387018799119
Avg Winning Trade Duration,4 days 17:05:48.285067414
Avg Losing Trade Duration,5 days 07:22:08.212955613
Profit Factor,1.2779040906567614
Expectancy,7.862523642535894
Sharpe Ratio,1.4514411008358474
Calmar Ratio,2.3711136163049935
Omega Ratio,1.2422396150642276
Sortino Ratio,1.936363523464897
