factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.kbar_body_ratio,-0.02342439647467884,-1.5116540126982645,-0.04593283298156722,-2.7158209752328912,-0.0028154547055418166,0.4342105263157895,0.75,0.0021261220572492763,0.004974337036209946
