factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.volume_ma_30_ratio,-0.047578511477394135,-3.020061795090167,-0.05490939746858781,-3.3466856482782203,-0.0046085575045615255,0.3188405797101449,0.5,-0.0008073698037014946,0.0037934936569662364
