,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1048342.3492367404
Total Return [%],4.834234923674037
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000095
Total Fees Paid,0.0
Max Drawdown [%],22.563412657467687
Max Drawdown Duration,218 days 00:00:00
Total Trades,43965
Total Closed Trades,43705
Total Open Trades,260
Open Trade PnL,11275.53929142806
Win Rate [%],67.15936391717194
Best Trade [%],171.13038189882226
Worst Trade [%],-32.92777928147871
Avg Winning Trade [%],8.744518046957579
Avg Losing Trade [%],-4.262765005597876
Avg Winning Trade Duration,10 days 06:46:48.176614881
Avg Losing Trade Duration,8 days 19:39:40.861378486
Profit Factor,1.039927032416018
Expectancy,0.669023503531843
Sharpe Ratio,0.3189058415938434
Calmar Ratio,0.21791848745908035
Omega Ratio,1.0491761335892869
Sortino Ratio,0.40631330833367324
