,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1194011.2101142886
Total Return [%],19.40112101142886
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000249
Total Fees Paid,0.0
Max Drawdown [%],17.556213569900567
Max Drawdown Duration,135 days 00:00:00
Total Trades,47510
Total Closed Trades,47250
Total Open Trades,260
Open Trade PnL,-15945.675021710653
Win Rate [%],61.39470899470899
Best Trade [%],122.85865848670758
Worst Trade [%],-30.90725560305908
Avg Winning Trade [%],4.345665717568055
Avg Losing Trade [%],-3.1892832271960936
Avg Winning Trade Duration,3 days 11:52:40.688062325
Avg Losing Trade Duration,4 days 11:09:36.432624902
Profit Factor,1.145348944395297
Expectancy,3.9893990768938323
Sharpe Ratio,0.8578797251481591
Calmar Ratio,1.125270869336577
Omega Ratio,1.137493749510968
Sortino Ratio,1.101075096796609
