,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1442427.2469559372
Total Return [%],44.24272469559371
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000026
Total Fees Paid,0.0
Max Drawdown [%],15.543674348452438
Max Drawdown Duration,97 days 00:00:00
Total Trades,46852
Total Closed Trades,46592
Total Open Trades,260
Open Trade PnL,-18452.74053291844
Win Rate [%],61.88186813186813
Best Trade [%],103.60647952637581
Worst Trade [%],-30.691414362516234
Avg Winning Trade [%],3.841550571998104
Avg Losing Trade [%],-3.0146482038452387
Avg Winning Trade Duration,4 days 12:51:32.563817980
Avg Losing Trade Duration,6 days 02:21:55.598217346
Profit Factor,1.400268517308871
Expectancy,9.527528399429016
Sharpe Ratio,1.7177550076471995
Calmar Ratio,2.9033388876516506
Omega Ratio,1.2921035399783194
Sortino Ratio,2.2712209021094187
