factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.volume_ma_5_ratio,-0.01925356851697502,-1.7085769835295188,-0.017516976199833965,-1.3066650514296099,-0.007308346724430781,0.4189189189189189
