group,平均未来收益,正收益占比,累计净值终值
G1,-0.0012358601908961664,0.5774647887323944,0.8733610500003107
G2,0.004889911246253599,0.6338028169014085,1.3693283065407762
G3,0.004927894789096443,0.6619718309859155,1.3760171933883258
G4,0.004715245628325914,0.647887323943662,1.3551003630076934
G5,0.004782992099371771,0.5915492957746479,1.3545765015886526
