factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
momentum_20,-0.05935120287268914,-2.8448393243667596,-0.07985482401580545,-3.9017706310570217,-0.02189804310427746,0.352112676056338
