stock_code,center_date,trading_days_count,avg_daily_return,cumulative_return,win_rate,volume_change_rate,max_daily_return,min_daily_return,volatility,index_name,index_code,effective_date,window_type
601136.SH,2023-04-30,8,0.04622174455673716,0.23319082782742306,50.0,7.554393740579157,3.206412825651306,-1.8655266226195066,1.745004691295075,180金融,000018.SH,2023-06-12,cutoff_date
601136.SH,2023-06-12,11,0.9252235765980144,9.235315847801996,54.54545454545454,-43.57391862019053,5.481428056256754,-2.8292354328056546,2.926422980449125,180金融,000018.SH,2023-06-12,effective_date
300570.SZ,2025-04-30,8,1.049909146484651,6.949640287769787,50.0,-17.639833656000135,6.9010796615115,-5.561750766657381,4.488990458870983,5G通信,931079.CSI,2025-06-16,cutoff_date
003031.SZ,2025-04-30,8,0.6538930512781475,4.647507858105082,62.5,67.65413825560258,1.706331387516835,-0.21626297577854725,0.8142805647438114,5G通信,931079.CSI,2025-06-16,cutoff_date
603881.SH,2025-04-30,8,1.5043728619679666,10.539449059329552,62.5,28.641316039499642,7.493755203996666,-3.447483337163848,3.846087978548335,5G通信,931079.CSI,2025-06-16,cutoff_date
300570.SZ,2025-06-16,11,0.16581513610249737,1.2902514336126991,45.45454545454545,-12.677446646563384,7.257699275362306,-2.4693919900394268,2.9280197747744037,5G通信,931079.CSI,2025-06-16,effective_date
003031.SZ,2025-06-16,11,-0.34330268996226926,-3.486924034869243,36.36363636363637,-16.973332369733328,2.3180242634315285,-2.511415525114158,1.5640703202649922,5G通信,931079.CSI,2025-06-16,effective_date
603881.SH,2025-06-16,11,-0.9065172288124888,-8.794238816621803,27.27272727272727,-21.75414621396391,1.1890118901189073,-2.660005839037205,1.4681218696142868,5G通信,931079.CSI,2025-06-16,effective_date
600487.SH,2024-10-31,11,0.726942545155187,7.237219988512367,72.72727272727273,12.652914373714964,4.491725768321531,-3.393665158371051,2.404139606752655,5G通信,931079.CSI,2024-12-16,cutoff_date
600487.SH,2024-12-16,11,0.12732306045143527,1.2408347433727984,45.45454545454545,-39.150974921527116,1.6146993318485459,-1.2408347433728317,0.9347726282943274,5G通信,931079.CSI,2024-12-16,effective_date
688375.SH,2024-04-30,8,1.1387220909076163,8.216120056429887,75.0,6.055685850021053,2.4608956839991203,-0.4562794421223315,1.010126313169273,5G通信,931079.CSI,2024-06-17,cutoff_date
688100.SH,2024-04-30,8,-0.6226931314189468,-4.347826086956519,25.0,1.4293006636038719,2.1449275362319,-2.135231316725994,1.5519158481202784,5G通信,931079.CSI,2024-06-17,cutoff_date
688153.SH,2024-04-30,8,0.39286072861687443,2.5027530283311616,37.5,-0.040990523955342084,5.005506056662323,-2.846569883290617,3.0343148160533886,5G通信,931079.CSI,2024-06-17,cutoff_date
688498.SH,2024-04-30,8,1.111084481621827,7.028219365634758,37.5,-16.211449846083823,10.271470525034033,-3.873479983604311,5.723827805734778,5G通信,931079.CSI,2024-06-17,cutoff_date
300620.SZ,2024-04-30,8,1.1792236227706248,8.195525291828766,37.5,-10.893202289535154,6.72549487240639,-2.112211221122118,3.3688498719271633,5G通信,931079.CSI,2024-06-17,cutoff_date
603220.SH,2024-04-30,8,2.866108919533942,21.095272671685695,62.5,-4.314340897044167,10.09052850037573,-3.1185984651603715,4.771165520865721,5G通信,931079.CSI,2024-06-17,cutoff_date
688375.SH,2024-06-17,10,-0.8514512299311809,-7.7504517697544735,40.0,-30.617441120305532,2.036056961372501,-7.0233845887250235,2.9900106699154145,5G通信,931079.CSI,2024-06-17,effective_date
688100.SH,2024-06-17,10,0.19696755586394843,1.5478164731896005,50.0,-17.64691307552698,4.513702310585699,-4.122919334186936,2.4267590054537376,5G通信,931079.CSI,2024-06-17,effective_date
688153.SH,2024-06-17,10,-0.9774903690158728,-8.78059993104241,20.0,-29.829716674212836,4.738184910703436,-5.34287418008349,2.9431609967191985,5G通信,931079.CSI,2024-06-17,effective_date
688498.SH,2024-06-17,10,1.4042133809638961,12.747426761678504,70.0,-23.6520557483463,6.8689181453921,-5.394631942598993,3.7440980645784983,5G通信,931079.CSI,2024-06-17,effective_date
300620.SZ,2024-06-17,10,-0.49503739950062947,-4.6797385620914955,40.0,-10.536807927984382,4.136504653567741,-5.6662354463130615,2.8336633219091327,5G通信,931079.CSI,2024-06-17,effective_date
603220.SH,2024-06-17,10,-0.3097815189630037,-3.167269068822909,50.0,-20.750454159147623,5.246240809842262,-5.594507211101851,3.2517173541347213,5G通信,931079.CSI,2024-06-17,effective_date
002465.SZ,2023-10-31,11,1.0696649629314483,10.755555555555585,72.72727272727273,-5.8026284591061295,6.672519754170314,-5.087572977481225,3.0971266034548925,5G通信,931079.CSI,2023-12-11,cutoff_date
688387.SH,2023-10-31,11,0.025305943079783157,0.0,54.54545454545454,-3.569623878602901,2.7667984189723382,-3.688524590163933,2.366228409171349,5G通信,931079.CSI,2023-12-11,cutoff_date
301205.SZ,2023-10-31,11,0.5848783375711786,5.6099985797472,45.45454545454545,129.15599605325886,5.80535002845759,-3.132352941176486,2.907604030253965,5G通信,931079.CSI,2023-12-11,cutoff_date
603083.SH,2023-10-31,11,0.8177959311260874,7.9134719169616785,45.45454545454545,54.419466313971895,7.029119829487174,-3.257259982310179,3.472788748520001,5G通信,931079.CSI,2023-12-11,cutoff_date
300079.SZ,2023-10-31,11,1.0159833621598793,10.526355362238204,63.63636363636363,36.808611373138575,3.202858373161477,-0.9074443101426799,1.507064810312725,5G通信,931079.CSI,2023-12-11,cutoff_date
002465.SZ,2023-12-11,11,-0.7612722549361417,-7.56234915526951,18.181818181818183,-39.7745482356316,3.678357570573132,-5.390185036202732,2.1998755075320795,5G通信,931079.CSI,2023-12-11,effective_date
688387.SH,2023-12-11,11,-0.30672573192321195,-3.1039136302294157,27.27272727272727,-38.37503702443298,2.3709902370990354,-2.1592442645074206,1.342328834398339,5G通信,931079.CSI,2023-12-11,effective_date
301205.SZ,2023-12-11,11,-0.571368368657592,-6.364069195365807,27.27272727272727,-35.91684015079053,8.777162334895628,-5.380098397079824,4.3703516306194485,5G通信,931079.CSI,2023-12-11,effective_date
603083.SH,2023-12-11,11,-0.10573665819789899,-1.853142187893797,27.27272727272727,-43.884368095706435,10.110441093784672,-5.411175188649886,4.314573705434057,5G通信,931079.CSI,2023-12-11,effective_date
300079.SZ,2023-12-11,11,-0.5113250312593975,-5.254532855608729,27.27272727272727,-35.340779820128546,4.537830379261765,-3.940899641706541,2.454209712129872,5G通信,931079.CSI,2023-12-11,effective_date
001270.SZ,2023-04-30,8,-1.1767893551145983,-8.125880695162046,50.0,-14.889434889434893,1.5746042438531616,-4.210013003901181,2.473864013766055,5G通信,931079.CSI,2023-06-12,cutoff_date
688270.SH,2023-04-30,8,-2.092771303692263,-13.957430373771606,25.0,-35.65134133583929,2.7680582850021507,-5.536514632217237,2.7138849326047514,5G通信,931079.CSI,2023-06-12,cutoff_date
