stock_code,center_date,trading_days_count,avg_daily_return,cumulative_return,win_rate,volume_change_rate,max_daily_return,min_daily_return,volatility,index_name,index_code,effective_date,window_type
000513.SZ,2024-10-31,11,0.3154198517980522,3.118101545253893,54.54545454545454,4.942540215246183,1.964529331514342,-1.598915989159877,1.3258802598469643,中证现金流,932365.CSI,2024-12-09,cutoff_date
601958.SH,2024-10-31,11,0.6583976452014484,6.6162570888468775,63.63636363636363,0.9061859608905598,3.7754114230396763,-2.692664809656442,1.8725857570398088,中证现金流,932365.CSI,2024-12-09,cutoff_date
600295.SH,2024-10-31,11,0.39247264198135845,3.81165919282509,45.45454545454545,31.504050612064095,2.63736263736265,-3.854389721627405,1.976100002617606,中证现金流,932365.CSI,2024-12-09,cutoff_date
603939.SH,2024-10-31,11,0.9980184319400763,9.566326530612246,54.54545454545454,14.063959490683843,10.290924880590534,-5.9543918918918965,4.275894238629098,中证现金流,932365.CSI,2024-12-09,cutoff_date
600612.SH,2024-10-31,11,-0.9108601272483963,-9.460703110620283,45.45454545454545,42.22183980400058,5.648625429553267,-10.275874837992948,4.092476626000438,中证现金流,932365.CSI,2024-12-09,cutoff_date
601156.SH,2024-10-31,11,0.6825904399833106,6.798259057193645,63.63636363636363,-36.377174387562484,3.424657534246589,-3.0747398297067297,2.248626904482008,中证现金流,932365.CSI,2024-12-09,cutoff_date
601001.SH,2024-10-31,11,-0.6071508550611415,-6.127055788455349,27.27272727272727,18.92745270449616,3.978685612788646,-3.163097199341025,2.27387121744247,中证现金流,932365.CSI,2024-12-09,cutoff_date
600380.SH,2024-10-31,11,1.0572203113258563,10.82862523540491,63.63636363636363,1.1109312530905413,4.570383912248621,-3.321678321678323,2.303213976356356,中证现金流,932365.CSI,2024-12-09,cutoff_date
000951.SZ,2024-10-31,11,0.5637492030418567,5.520954975995851,54.54545454545454,6.139697917554132,5.001603077909578,-2.8702290076335735,2.367610633021021,中证现金流,932365.CSI,2024-12-09,cutoff_date
601811.SH,2024-10-31,11,-0.4594673491692703,-4.6896551724137865,54.54545454545454,-22.01328380287717,1.8620689655172384,-3.750000000000009,2.0808272923053246,中证现金流,932365.CSI,2024-12-09,cutoff_date
600420.SH,2024-10-31,11,0.47713411253327065,4.629629629629628,54.54545454545454,29.851276149026408,3.497085761865115,-4.354838709677411,2.2814658974290163,中证现金流,932365.CSI,2024-12-09,cutoff_date
601975.SH,2024-10-31,11,0.6954188501321878,7.0769230769230695,63.63636363636363,1.6508384402490472,2.147239263803691,-2.1021021021021102,1.4380963404350924,中证现金流,932365.CSI,2024-12-09,cutoff_date
603056.SH,2024-10-31,11,0.6586651343423333,6.698422149449246,54.54545454545454,2.257968685014533,2.5359256128486773,-1.7862050013739972,1.3520563924698383,中证现金流,932365.CSI,2024-12-09,cutoff_date
002320.SZ,2024-10-31,11,1.5326569515076638,15.970961887477287,63.63636363636363,36.51757035185628,4.92610837438423,-3.583617747440271,2.9843956452406406,中证现金流,932365.CSI,2024-12-09,cutoff_date
002249.SZ,2024-10-31,11,0.8236625722403357,8.447937131630635,63.63636363636363,-0.7801906569630757,2.7726432532347633,-1.258992805755399,1.4471464017762383,中证现金流,932365.CSI,2024-12-09,cutoff_date
002701.SZ,2024-10-31,11,1.810522890126202,19.282511210762323,81.81818181818183,-2.3128553746259217,6.0538116591928315,-3.3057851239669644,2.6706753675246495,中证现金流,932365.CSI,2024-12-09,cutoff_date
601101.SH,2024-10-31,11,-0.16253200472554735,-1.9468621163536204,63.63636363636363,29.27066283212596,3.131775475788978,-6.9961633942676515,2.701189300384671,中证现金流,932365.CSI,2024-12-09,cutoff_date
601083.SH,2024-10-31,11,0.6866340751295408,6.98293061405455,63.63636363636363,7.0673429033357715,2.6166593981683306,-2.140869192892303,1.4431397131505648,中证现金流,932365.CSI,2024-12-09,cutoff_date
000719.SZ,2024-10-31,11,-0.32722270841939116,-3.51526364477337,54.54545454545454,-12.027009492249485,3.2355915065722884,-4.032258064516158,2.5710067906510843,中证现金流,932365.CSI,2024-12-09,cutoff_date
600211.SH,2024-10-31,11,0.1151786483620465,1.0013439089303855,54.54545454545454,39.486000789751486,3.09314397912801,-2.7064331916966777,1.8552162057905501,中证现金流,932365.CSI,2024-12-09,cutoff_date
300861.SZ,2024-10-31,11,2.1990990708041003,22.933208780943517,63.63636363636363,-16.516728131185786,10.088070456365106,-5.837359098228678,5.069216585118235,中证现金流,932365.CSI,2024-12-09,cutoff_date
600866.SH,2024-10-31,11,0.7033002006078881,6.25,54.54545454545454,-3.5711385084259084,6.507936507936507,-9.836065573770492,4.54479972608731,中证现金流,932365.CSI,2024-12-09,cutoff_date
600210.SH,2024-10-31,11,3.359613882684644,38.17504655493482,81.81818181818183,-53.34990555885683,10.526315789473696,-2.669039145907459,4.1388643398986265,中证现金流,932365.CSI,2024-12-09,cutoff_date
300770.SZ,2024-10-31,11,0.7798916872088046,7.661398339137415,63.63636363636363,64.39120618115727,6.927791100452985,-3.084903084903068,2.9697417258002563,中证现金流,932365.CSI,2024-12-09,cutoff_date
002043.SZ,2024-10-31,11,0.9945800249243785,9.89304812834224,54.54545454545454,38.0530134662749,7.397504456327986,-4.444444444444451,3.2466191550279286,中证现金流,932365.CSI,2024-12-09,cutoff_date
000521.SZ,2024-10-31,11,0.05129000529259686,0.23255813953488857,54.54545454545454,20.38430528861841,3.481392557022822,-3.8732394366197243,2.4925516615953667,中证现金流,932365.CSI,2024-12-09,cutoff_date
300360.SZ,2024-10-31,11,0.1978731987143567,1.8203883495145678,45.45454545454545,11.317276592950144,3.481012658227889,-3.3639143730887167,1.961393698611608,中证现金流,932365.CSI,2024-12-09,cutoff_date
603013.SH,2024-10-31,11,0.15916752864832295,1.379310344827589,45.45454545454545,13.167307884573386,2.8158844765342916,-3.7526059763724917,2.21190520903108,中证现金流,932365.CSI,2024-12-09,cutoff_date
002697.SZ,2024-10-31,11,1.2993589318039855,13.471502590673579,72.72727272727273,85.14841577738301,5.593056894889092,-2.9498525073746396,2.490081212228243,中证现金流,932365.CSI,2024-12-09,cutoff_date
600987.SH,2024-10-31,11,0.2095790098637229,2.002861230329045,45.45454545454545,-3.9350853630407356,3.498542274052485,-1.5781922525107683,1.5762731281117424,中证现金流,932365.CSI,2024-12-09,cutoff_date
002154.SZ,2024-10-31,11,0.5215949765068773,4.962779156327546,45.45454545454545,45.76349224839855,4.714640198511155,-3.571428571428581,2.837509950599385,中证现金流,932365.CSI,2024-12-09,cutoff_date
600742.SH,2024-10-31,11,0.6064972569139604,5.804111245465515,63.63636363636363,-3.1208446993173045,6.09318996415773,-3.3783783783783883,3.0195529872964215,中证现金流,932365.CSI,2024-12-09,cutoff_date
600268.SH,2024-10-31,11,1.0732038947319875,10.939907550077033,63.63636363636363,-28.837646193209487,5.059523809523814,-3.6784741144414212,2.5728471269318436,中证现金流,932365.CSI,2024-12-09,cutoff_date
600780.SH,2024-10-31,11,1.1021296214850576,11.092150170648463,54.54545454545454,-22.766488889259552,7.849829351535842,-4.6407185628742464,3.180077486883292,中证现金流,932365.CSI,2024-12-09,cutoff_date
600551.SH,2024-10-31,11,0.016390650030946308,0.0,54.54545454545454,-2.4240074204068374,2.592592592592613,-3.233532934131733,1.9037905944530151,中证现金流,932365.CSI,2024-12-09,cutoff_date
603031.SH,2024-10-31,11,0.024271762064689284,0.0,36.36363636363637,-46.16640611429565,5.042313117066288,-3.598099117447384,2.332578894820442,中证现金流,932365.CSI,2024-12-09,cutoff_date
001338.SZ,2024-10-31,11,0.7279149654444006,7.258064516129026,63.63636363636363,113.52431546364991,5.138339920948609,-3.1189083820662655,2.3559855384605326,中证现金流,932365.CSI,2024-12-09,cutoff_date
002469.SZ,2024-10-31,11,0.7158491675085354,7.200000000000006,63.63636363636363,91.24309448495136,4.280155642023353,-2.6871401151631447,2.0204773396031124,中证现金流,932365.CSI,2024-12-09,cutoff_date
600479.SH,2024-10-31,11,-0.04473425248509466,-0.6392694063926951,45.45454545454545,30.303121913860174,4.0152963671128195,-2.785515320334253,2.0810648070217947,中证现金流,932365.CSI,2024-12-09,cutoff_date
002328.SZ,2024-10-31,11,1.5472488626294578,16.26813014504116,63.63636363636363,-4.445699691263827,5.93642282650324,-1.9090593543908518,2.5383209846746597,中证现金流,932365.CSI,2024-12-09,cutoff_date
600351.SH,2024-10-31,11,0.4922657408475894,4.835924006908465,54.54545454545454,42.42982392587295,3.418803418803429,-2.975206611570258,2.0489797858000225,中证现金流,932365.CSI,2024-12-09,cutoff_date
603187.SH,2024-10-31,11,0.87501695639444,8.745247148288993,45.45454545454545,2.1869204432749534,5.41284403669724,-3.5683202785030455,2.726746094292317,中证现金流,932365.CSI,2024-12-09,cutoff_date
601113.SH,2024-10-31,11,1.2662979984453226,13.25301204819278,63.63636363636363,56.214346524274774,4.464285714285721,-1.1080332409972193,1.7775721505531472,中证现金流,932365.CSI,2024-12-09,cutoff_date
603167.SH,2024-10-31,11,1.1014406619156591,11.299435028248595,63.63636363636363,15.832483934251185,4.827586206896584,-3.684210526315801,2.3686245243878097,中证现金流,932365.CSI,2024-12-09,cutoff_date
603758.SH,2024-10-31,11,3.302407581750633,37.20279720279718,63.63636363636363,234.87175264228225,10.401002506265655,-2.429149797570851,4.546965635907532,中证现金流,932365.CSI,2024-12-09,cutoff_date
603518.SH,2024-10-31,11,0.16194652141540478,1.3262599469495928,45.45454545454545,28.823227209202386,3.5230352303522894,-3.811944091486652,2.580981788494377,中证现金流,932365.CSI,2024-12-09,cutoff_date
300650.SZ,2024-10-31,11,0.36830620429223576,2.9812606473594627,45.45454545454545,58.46329290521535,6.613756613756605,-7.885615251299827,4.034965213287566,中证现金流,932365.CSI,2024-12-09,cutoff_date
600858.SH,2024-10-31,11,1.230187299652823,12.55042581801884,72.72727272727273,15.25243004632646,6.509869802603951,-3.351735015772872,3.0313713227482433,中证现金流,932365.CSI,2024-12-09,cutoff_date
003023.SZ,2024-10-31,11,0.1748660721032913,1.449275362318847,45.45454545454545,6.264319076490765,4.5187793427230005,-3.7288135593220306,2.6249802933639894,中证现金流,932365.CSI,2024-12-09,cutoff_date
000858.SZ,2024-12-09,11,-0.18854896523843423,-1.9836927746990973,36.36363636363637,22.868129411119508,2.385458700853471,-2.5877117918877257,1.6048253306306597,中证现金流,932365.CSI,2024-12-09,effective_date
