factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.amplitude_60,-0.01452776319536341,-0.6929598937039004,-0.06083661828213158,-2.1243041916582395,-0.0013082834372463777,0.4444444444444444,0.5,0.0024516651999668126,0.003724893233889243
