,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1270122.4564232852
Total Return [%],27.01224564232852
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000018
Total Fees Paid,0.0
Max Drawdown [%],18.707372721355966
Max Drawdown Duration,135 days 00:00:00
Total Trades,49074
Total Closed Trades,48814
Total Open Trades,260
Open Trade PnL,-13530.25656020347
Win Rate [%],61.34305731962142
Best Trade [%],214.59781529294935
Worst Trade [%],-29.569577265447037
Avg Winning Trade [%],5.5066153899366554
Avg Losing Trade [%],-3.649775025621339
Avg Winning Trade Duration,4 days 08:11:34.416243654
Avg Losing Trade Duration,5 days 13:15:45.542168674
Profit Factor,1.1854679960990544
Expectancy,5.4837380524943775
Sharpe Ratio,1.083509642394207
Calmar Ratio,1.4711228335993183
Omega Ratio,1.1678539038358255
Sortino Ratio,1.421422990379748
