order_id,side,level_index,price,qty,placed_time,status
1082151126,BUY,-145,0.931,100,2026-05-06 09:37:00,placed
1082151128,BUY,-144,0.932,100,2026-05-06 09:37:01,placed
1082151157,BUY,-146,0.93,100,2026-05-06 09:37:02,placed
1082151158,BUY,-143,0.933,100,2026-05-06 09:37:02,placed
1082152983,BUY,-147,0.929,100,2026-05-06 09:39:02,placed
1082155587,BUY,-148,0.928,100,2026-05-06 09:41:22,placed
1082156330,BUY,-150,0.926,100,2026-05-06 09:42:23,placed
1082156331,BUY,-149,0.927,100,2026-05-06 09:42:23,placed
1082156366,BUY,-151,0.925,100,2026-05-06 09:42:26,placed
1082156556,BUY,-152,0.924,100,2026-05-06 09:42:32,placed
1082156594,BUY,-148,0.928,100,2026-05-06 09:42:35,placed
1082157170,BUY,-147,0.929,100,2026-05-06 09:43:47,placed
1082157180,BUY,-146,0.93,100,2026-05-06 09:43:50,placed
1082158662,BUY,-147,0.929,100,2026-05-06 09:46:40,placed
1082159051,BUY,-146,0.93,100,2026-05-06 09:47:26,placed
1082159104,BUY,-145,0.931,100,2026-05-06 09:47:35,placed
1082163547,BUY,-144,0.932,100,2026-05-06 09:57:17,placed
1082163564,BUY,-145,0.931,100,2026-05-06 09:57:20,placed
1082165989,BUY,-143,0.933,100,2026-05-06 10:02:26,placed
1082176083,BUY,-145,0.931,100,2026-05-06 10:29:14,placed
1082180089,BUY,-144,0.932,100,2026-05-06 10:38:26,placed
1082180307,BUY,-143,0.933,100,2026-05-06 10:38:50,placed
1082180420,BUY,-142,0.934,100,2026-05-06 10:39:14,placed
1082181755,BUY,-141,0.935,100,2026-05-06 10:44:08,placed
1082181928,BUY,-140,0.936,100,2026-05-06 10:44:32,placed
1082186954,BUY,-142,0.934,100,2026-05-06 11:04:35,placed
1082187156,BUY,-141,0.935,100,2026-05-06 11:05:29,placed
1082192045,BUY,-143,0.933,100,2026-05-06 11:22:53,placed
1082197227,BUY,-144,0.932,100,2026-05-06 13:00:59,placed
1082201359,BUY,-143,0.933,100,2026-05-06 13:15:53,placed
1082201369,BUY,-144,0.932,100,2026-05-06 13:15:56,placed
1082201900,BUY,-142,0.934,100,2026-05-06 13:18:02,placed
1082203385,BUY,-141,0.935,100,2026-05-06 13:23:20,placed
1082203469,BUY,-140,0.936,100,2026-05-06 13:23:47,placed
1082214939,BUY,-144,0.932,100,2026-05-06 14:05:41,placed
1082215690,BUY,-143,0.933,100,2026-05-06 14:08:17,placed
1082217829,BUY,-142,0.934,100,2026-05-06 14:16:56,placed
1082236099,BUY,-143,0.933,100,2026-05-06 14:53:56,placed
1090524136,BUY,-235,0.841,100,2026-05-07 09:15:07,placed
1090524156,BUY,-234,0.842,100,2026-05-07 09:15:07,placed
1090524629,BUY,-233,0.843,100,2026-05-07 09:15:25,placed
1090525132,BUY,-180,0.896,100,2026-05-07 09:15:52,placed
1090525133,BUY,-177,0.899,100,2026-05-07 09:15:52,placed
1090525134,BUY,-176,0.9,100,2026-05-07 09:15:52,placed
1090526166,BUY,-181,0.895,100,2026-05-07 09:19:55,placed
1090526452,BUY,-183,0.893,100,2026-05-07 09:21:55,placed
1090526453,BUY,-182,0.894,100,2026-05-07 09:21:55,placed
1090526467,BUY,-184,0.892,100,2026-05-07 09:22:22,placed
1090526598,BUY,-185,0.891,100,2026-05-07 09:23:25,placed
1090526601,BUY,-186,0.89,100,2026-05-07 09:23:34,placed
1090530447,BUY,-183,0.893,100,2026-05-07 09:30:01,placed
1090530449,BUY,-182,0.894,100,2026-05-07 09:30:01,placed
1090532169,BUY,-187,0.889,100,2026-05-07 09:30:19,placed
1090532793,BUY,-182,0.894,100,2026-05-07 09:30:31,placed
1090534551,BUY,-183,0.893,100,2026-05-07 09:31:19,placed
1090535211,BUY,-182,0.894,100,2026-05-07 09:31:43,placed
1090536693,BUY,-181,0.895,100,2026-05-07 09:32:40,placed
1090537909,BUY,-182,0.894,100,2026-05-07 09:33:40,placed
1090538751,BUY,-181,0.895,100,2026-05-07 09:34:22,placed
1090540422,BUY,-180,0.896,100,2026-05-07 09:36:10,placed
1090548556,BUY,-182,0.894,100,2026-05-07 09:55:04,placed
1090554069,BUY,-183,0.893,100,2026-05-07 10:17:55,placed
1090560781,BUY,-188,0.888,100,2026-05-07 10:49:16,placed
1090560989,BUY,-184,0.892,100,2026-05-07 10:50:05,placed
1090568141,BUY,-183,0.893,100,2026-05-07 13:02:05,placed
1090568682,BUY,-184,0.892,100,2026-05-07 13:06:47,placed
1090575704,BUY,-183,0.893,100,2026-05-07 14:06:14,placed
1090581948,BUY,-184,0.892,100,2026-05-07 14:44:08,placed
1090585409,BUY,-185,0.891,100,2026-05-07 14:53:02,placed
1090585606,BUY,-189,0.887,100,2026-05-07 14:53:20,placed
