,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,626897.8768882977
Total Return [%],-37.31021231117023
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.000000000002
Total Fees Paid,0.0
Max Drawdown [%],69.71055640093971
Max Drawdown Duration,344 days 00:00:00
Total Trades,32002
Total Closed Trades,31742
Total Open Trades,260
Open Trade PnL,-7039.986374268834
Win Rate [%],59.23697309558313
Best Trade [%],97.2929074174337
Worst Trade [%],-30.524553571428587
Avg Winning Trade [%],3.5821642962973286
Avg Losing Trade [%],-2.91102718314434
Avg Winning Trade Duration,3 days 20:38:44.309950539
Avg Losing Trade Duration,5 days 01:16:25.569600376
Profit Factor,0.7734759250191857
Expectancy,-12.33982496079608
Sharpe Ratio,-0.24589726893622313
Calmar Ratio,-0.5422073056783909
Omega Ratio,0.957299076685538
Sortino Ratio,-0.34982859249891896
