signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,-0.008446662322243559,0.002297869340850004,-0.0132657118859688,-0.33123309292379377,8
score_ic_weighted,0.025860201263174343,0.2511516799439071,-0.012539218898597888,-0.29845770003016625,8
score_rule_based,0.09771486454524925,0.8580989788986096,-0.009555812190246189,-0.23249427435087955,8
