factor,auto_label,usage,ic_future,ic_past_5d,ic_risk,ic_stability,monotonicity,top_bottom_spread,ic_future_vol,ic_future_drawdown,ic_past_1d,ic_past_3d,ic_past_10d
_root__risk_adjusted_momentum,overheat_risk,risk_filter,-0.03754400641331689,0.34371532021205237,-0.0999676035433706,0.6666666666666666,0.75,-0.0007221836221554584,-0.2393005373177406,0.0393653302309994,0.13993961712060304,0.25344456629796186,0.6364503861823728
_root__momentum_factor,overheat_risk,risk_filter,-0.05871814756663379,0.2812123261017553,-0.1373157111698243,0.5555555555555556,0.75,-0.003582164252254256,-0.32448740628594136,0.049855983946292745,0.12641828915486603,0.20355318594317254,0.5810298125223128
