,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1036897.123628568
Total Return [%],3.689712362856797
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000193
Total Fees Paid,0.0
Max Drawdown [%],19.42873708108199
Max Drawdown Duration,159 days 00:00:00
Total Trades,46524
Total Closed Trades,46264
Total Open Trades,260
Open Trade PnL,-8805.586400972934
Win Rate [%],64.43454954176033
Best Trade [%],159.8478597827174
Worst Trade [%],-30.707349017605644
Avg Winning Trade [%],5.6479420922285
Avg Losing Trade [%],-3.1620905611379895
Avg Winning Trade Duration,4 days 03:56:36.148943307
Avg Losing Trade Duration,4 days 08:12:13.690234447
Profit Factor,1.0342939521722223
Expectancy,0.6280378265646398
Sharpe Ratio,0.2754290824806298
Calmar Ratio,0.19314285758003438
Omega Ratio,1.0435366115591544
Sortino Ratio,0.34948885211060493
