factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.roc_rank_10,0.020862152072725085,1.4263579370771289,0.009356042950910606,0.5158073392969933,0.002616972126868603,0.6301369863013698,0.75,0.005135853928946094,0.0021556922592727494
