,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,915959.408599422
Total Return [%],-8.404059140057804
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000261
Total Fees Paid,0.0
Max Drawdown [%],22.17831656949163
Max Drawdown Duration,329 days 00:00:00
Total Trades,47602
Total Closed Trades,47342
Total Open Trades,260
Open Trade PnL,14016.005075081495
Win Rate [%],70.275864982468
Best Trade [%],256.28742514970054
Worst Trade [%],-30.19956803332916
Avg Winning Trade [%],8.951219985441638
Avg Losing Trade [%],-3.6988745580693165
Avg Winning Trade Duration,8 days 15:07:48.097385031
Avg Losing Trade Duration,5 days 22:34:00.310077519
Profit Factor,0.9185502277456381
Expectancy,-2.326776652007794
Sharpe Ratio,-0.23374440486107473
Calmar Ratio,-0.3849861038862641
Omega Ratio,0.96667770096823
Sortino Ratio,-0.296619346462187
