,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1480880.180074995
Total Return [%],48.08801800749948
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000142
Total Fees Paid,0.0
Max Drawdown [%],14.313028914224926
Max Drawdown Duration,59 days 00:00:00
Total Trades,47097
Total Closed Trades,46837
Total Open Trades,260
Open Trade PnL,-20276.67651533176
Win Rate [%],62.926745948715755
Best Trade [%],122.57100149476831
Worst Trade [%],-31.31745488577528
Avg Winning Trade [%],3.9957157133607195
Avg Losing Trade [%],-3.0619117040009387
Avg Winning Trade Duration,4 days 11:34:10.704034200
Avg Losing Trade Duration,5 days 17:25:32.723434201
Profit Factor,1.402786518760262
Expectancy,10.213961467102202
Sharpe Ratio,1.8695240313681232
Calmar Ratio,3.4278553358526294
Omega Ratio,1.321918974107972
Sortino Ratio,2.496293473966579
