,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1034633.5970644286
Total Return [%],3.4633597064428567
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000091
Total Fees Paid,0.0
Max Drawdown [%],12.263925107228612
Max Drawdown Duration,83 days 00:00:00
Total Trades,41992
Total Closed Trades,41732
Total Open Trades,260
Open Trade PnL,11537.232079984777
Win Rate [%],67.36557078500911
Best Trade [%],163.20541760722352
Worst Trade [%],-32.02616493531976
Avg Winning Trade [%],9.187388845321314
Avg Losing Trade [%],-3.8759397477870543
Avg Winning Trade Duration,7 days 16:08:08.656493437
Avg Losing Trade Duration,6 days 13:07:38.026159334
Profit Factor,1.0213577644719773
Expectancy,0.23954571499377053
Sharpe Ratio,0.2656129566005048
Calmar Ratio,0.2872042074145951
Omega Ratio,1.0406760088500921
Sortino Ratio,0.3474038834943549
