code,date,close,amount,ma_amount,ratio,market_cap,last_price
603332.SH,20251231,13.88,292882086.0,70653665.65,4.145320462930574,31.586688864,14.6
603278.SH,20251231,17.04,1920769083.0,402957854.55,4.766674880044226,42.5832202432,12.46
600477.SH,20251231,2.97,681968971.0000001,137009216.2,4.977540853926877,79.360366025,3.35
600626.SH,20251231,4.83,302652331.00000006,74618237.9,4.0560101594143925,58.72287163,5.3
002342.SZ,20251231,9.2,2613900386.67,606162407.7605,4.312211303777807,97.091973,10.17
002094.SZ,20251231,7.65,695162828.5699999,162453874.3905,4.279139732297155,57.5838259866,8.34
000665.SZ,20251231,5.82,875557930.6300001,171074380.11,5.117995634805284,64.360979548,5.66
002367.SZ,20251231,8.06,327284572.04,71781682.044,4.5594441746208245,63.56665848,8.0
002908.SZ,20251231,10.53,425606904.16,71172376.3695,5.97994511171596,33.567352117599995,10.43
002148.SZ,20251231,8.899999999999999,385965002.99,94470709.6,4.085552068193632,39.9443356179,8.89
002177.SZ,20251231,9.41,3441448156.82,532913500.80750006,6.457798782739276,53.588565662200004,7.94
