code,date,close,amount,ma_amount,ratio,market_cap,last_price
600774.SH,20260121,10.94,470413200.0,92151168.55,5.104799075279876,31.6070764432,10.72
600158.SH,20260121,9.71,987938086.0,240163861.0,4.1136001140488,86.35617603,9.0
600789.SH,20260126,10.23,1342049864.0,263762822.95,5.08809334458179,88.4290917888,9.84
600189.SH,20260120,8.13,671003187.0,135456624.9,4.953638757021769,60.362695332799994,8.44
600649.SH,20260121,5.45,1611868488.0,243722060.7,6.613551860551785,127.72953916800003,5.100000000000001
603980.SH,20260121,5.94,498410833.0,78218662.35,6.372019388030356,39.59475156000001,5.850000000000001
600610.SH,20260121,11.76,1793984200.0,321889019.8,5.573300391279765,83.346260508,11.76
600851.SH,20260122,8.0,427290155.00000006,90327938.3,4.730431835838769,57.137152914000005,7.74
603718.SH,20260126,7.02,433516413.0,108175650.65,4.007523046037718,42.76776223,6.59
600293.SH,20260126,3.64,1001006804.0,181002646.95,5.530343455565693,42.4613086836,3.66
600059.SH,20260126,9.72,466621721.00000006,108643219.45,4.29499165582763,90.242698887,9.9
600821.SH,20260126,5.760000000000001,725876080.0,177495537.8,4.089545511943568,114.2434695116,5.72
603331.SH,20260127,16.58,1072520795.0,249761194.5,4.2941850800605454,30.1646048912,14.92
600731.SH,20260121,7.590000000000001,273160922.0,57723009.15,4.732270995958637,40.8970412075,7.55
600770.SH,20260121,6.18,526391703.0,122446450.1,4.298954380221759,88.4,6.8
601616.SH,20260121,6.09,2227758688.0,264494173.95,8.422713645182732,43.878911396599996,5.14
600929.SH,20260122,6.04,477255322.0,87651302.0,5.444931348538325,101.687021872,6.2
600841.SH,20260122,7.7,973724180.0,169906825.05,5.730930347933071,93.97650600840001,9.01
002030.SZ,20260127,7.71,2071035503.58,241270079.27349997,8.583888685311479,107.0829322416,7.63
002283.SZ,20260123,7.220000000000001,1108336338.36,173438150.70450002,6.390383741166372,69.54438152969999,6.93
002239.SZ,20260121,3.31,1627694841.81,303962994.846,5.354911187905147,107.76489556799999,3.3
000565.SZ,20260126,8.67,743793028.95,156283326.46100003,4.759260285745269,36.378387258000004,8.39
000670.SZ,20260123,9.69,2874393828.0,197046348.2,14.58739963596037,74.625147234,9.08
002637.SZ,20260121,12.34,659312967.9900001,160706316.82850003,4.102595224639459,64.99175842,14.68
000631.SZ,20260123,3.9,270525715.28000003,66666655.18350001,4.057886428160793,102.7574727036,4.29
000045.SZ,20260122,13.28,548044370.5,130208253.011,4.2089833618588,59.7784578492,13.08
002141.SZ,20260123,4.19,669913089.9999999,116642226.05,5.7433153728807795,40.555040825,3.98
002783.SZ,20260123,11.04,812612383.0,186968411.85,4.346254936646401,47.215320409600004,10.36
002721.SZ,20260126,3.7,1155894954.0,248567310.55,4.650229152990287,105.0454552925,3.95
000990.SZ,20260123,9.21,950267791.0,191701573.05,4.957016136493304,112.89548339150002,9.290000000000001
002440.SZ,20260121,9.01,792558237.9999999,142639101.4,5.556388327050971,101.7335569175,10.75
002662.SZ,20260121,4.53,649439625.0,158204266.75,4.105070225610714,63.44920053000001,4.23
002022.SZ,20260126,6.95,243414578.0,53379435.4,4.56008154031543,34.7634391208,6.76
000037.SZ,20260123,9.24,398446749.00000006,89435062.1,4.455151476883696,31.281222245,9.23
002274.SZ,20260126,6.52,393850130.0,91354543.65,4.311226505699916,61.429118015,6.55
002860.SZ,20260126,14.94,1100911286.0,252551270.55,4.35915956234337,51.432427489700004,14.71
000059.SZ,20260123,6.08,706246205.0,174755242.2,4.041344889624146,97.7259390107,6.11
002728.SZ,20260127,13.84,2051026276.07,475335084.996,4.314906138450225,48.797457807,12.95
002165.SZ,20260121,9.59,2752230739.0,362447694.95,7.593456317551345,77.856356072,10.7
000930.SZ,20260121,6.4,551512868.0,104995469.75,5.2527301350542315,121.21952962399999,6.53
002358.SZ,20260121,7.56,2445402748.0,325461765.8,7.5136406329913665,67.0353861142,7.21
002437.SZ,20260121,3.51,692884691.0,173167283.8,4.001244783629273,73.26306767,3.49
002818.SZ,20260123,12.04,196022893.0,42469226.1,4.615645515612539,34.6392698751,11.61
000652.SZ,20260127,4.74,729797307.0,126361325.25,5.775480001939913,67.82526851400003,4.600000000000001
000968.SZ,20260123,7.95,551726932.0,132763124.65,4.155724215248048,79.52871865200001,8.22
