code,date,close,amount,ma_amount,ratio,market_cap,last_price
603006.SH,20260116,14.08,220741926.0,41435083.6,5.327415967853869,36.25665605,14.26
603089.SH,20260119,14.23,317525890.0,78397225.45,4.050218463439257,34.7808205332,14.49
600433.SH,20260116,3.4400000000000004,485338150.0,93114879.85,5.212251261901833,59.8595497686,3.42
600774.SH,20260120,11.64,488612462.0,70343228.6,6.946119359667834,31.636560656300002,10.73
600676.SH,20260114,9.03,1367042399.0,143330604.7,9.537686678021808,101.10085639520001,9.83
601949.SH,20260114,7.65,529557485.0,107964277.4,4.9049324253616495,136.7049062772,7.18
603165.SH,20260119,14.8,214703708.0,51644210.55,4.157362571979523,39.536424137000004,14.98
600797.SH,20260114,11.63,2377473287.0000005,591723119.4,4.017881352026146,109.431558405,10.65
600189.SH,20260120,8.13,671003187.0,135456625.05,4.953638751536279,57.931022772,8.1
601096.SH,20260116,4.83,786774859.0,118465906.85,6.641361045724355,84.9418871697,5.17
600662.SH,20260114,6.25,458587426.0,80256382.55,5.714030603289383,134.0841484968,5.89
600644.SH,20260114,11.26,812177073.0,202472802.5,4.011289728653803,68.1840244422,11.79
601968.SH,20260120,6.32,607695463.0,132965284.5,4.5703317620472586,76.801923492,6.02
600825.SH,20260114,7.43,727844147.0000001,138197957.95,5.266678016062539,71.156862585,6.81
600261.SH,20260119,3.7,213254889.0,47577694.5,4.482245120137127,49.930980928400004,3.74
600853.SH,20260120,4.9,740863529.9999999,175549251.85,4.220260252849377,49.26562783560001,4.86
601811.SH,20260114,15.44,270369666.0,65272234.1,4.142184953954257,117.51853876,14.84
600477.SH,20260114,4.45,2910352715.9999995,405114272.75,7.18402907960739,81.729332175,3.45
600744.SH,20260116,6.63,1654987612.0,282992399.1,5.848169835173499,140.3506873334,6.91
603811.SH,20260114,12.28,357575851.0,80902204.4,4.419853002176044,38.62190976,11.8
603002.SH,20260115,8.19,941760789.0,220266764.8,4.275546471366705,96.8503046686,8.540000000000001
600073.SH,20260120,6.96,409630078.0,85578895.3,4.786578239459934,61.2337345216,6.53
601616.SH,20260116,4.58,505435907.00000006,111730646.35,4.5236998398515045,51.9034593952,6.08
600841.SH,20260119,6.859999999999999,589574760.0,91704477.45,6.429072782421705,82.6075391328,7.92
603070.SH,20260120,15.44,261585391.0,58665947.05,4.4588965857323535,58.7984942196,14.87
000595.SZ,20260114,6.32,356573083.0,83155942.9,4.288004808373112,72.87400742400001,6.4
002609.SZ,20260114,12.11,915852781.02,163948495.5655,5.586222538126935,49.3395805134,10.74
002114.SZ,20260116,9.73,974096695.23,226798154.943,4.2949939141912985,32.3067432177,9.99
002452.SZ,20260116,9.500000000000002,856591643.9999999,174555675.061,4.907268948435258,51.229345646999995,9.93
001896.SZ,20260114,6.25,865053315.2700001,194877113.8265,4.438968220969041,97.192270721,6.37
000720.SZ,20260119,4.0,713260517.6600001,113595263.53099999,6.278963536761832,47.748199698,3.8
002135.SZ,20260114,5.41,468867737.8,111855117.03200002,4.19174151564174,58.87414679639999,5.64
002628.SZ,20260119,4.5,253646805.2,61644764.430999994,4.114652842641828,33.769559129600005,4.48
000525.SZ,20260120,6.19,613672784.4599999,129884420.8645,4.7247605245913595,66.48324829900001,5.98
002218.SZ,20260116,5.15,2348570067.93,576468185.333,4.074067099771232,65.5819575279,4.71
000401.SZ,20260115,4.79,246605005.28,57308815.344500005,4.303090262773456,123.93678178379999,4.71
000503.SZ,20260114,11.13,1215772899.66,302947250.781,4.013150462747985,97.53185301120001,9.96
002427.SZ,20260115,7.680000000000001,882108194.1800001,217411871.80550003,4.0573138295278905,78.77643888,8.0
000516.SZ,20260114,6.19,2722243973.79,440392916.748,6.181398179361981,111.56572721139999,5.06
002707.SZ,20260114,8.26,957707320.45,230145007.464,4.16132129479197,67.33690956,8.16
002649.SZ,20260114,15.82,1406366696.13,307875696.358,4.567969192653217,77.783449866,14.18
002172.SZ,20260114,4.5600000000000005,617136724.6,126460244.71599999,4.880084851851617,33.595439922,4.39
002004.SZ,20260114,5.449999999999999,917301434.59,150748118.072,6.084994269393668,101.4192872231,5.39
002115.SZ,20260115,19.54,9421718876.1,2195741326.268,4.290905656047227,101.32073816040001,13.47
