code,date,close,amount,ma_amount,ratio,market_cap,last_price
603089.SH,20260119,14.23,317525890.0,78397225.45,4.050218463439257,34.5887939188,14.41
603165.SH,20260119,14.8,214703708.0,51644210.55,4.157362571979523,39.562816943499996,14.99
601096.SH,20260119,5.3100000000000005,993733855.0,165124839.35,6.018076135073012,89.8708167927,5.47
600261.SH,20260119,3.7,213254889.0,46993439.6,4.537971487407361,50.064486225,3.75
600744.SH,20260119,6.94,1685864491.0,361601265.95,4.662219548847241,145.225385591,7.15
601616.SH,20260119,5.04,650528949.0,141145938.1,4.608910166009234,47.293612672600005,5.54
600841.SH,20260119,6.859999999999999,589574760.0,91704477.45,6.429072782421705,75.097762848,7.2
002452.SZ,20260119,10.22,912795086.99,215992053.27149996,4.2260586589388325,51.951612353,10.07
000720.SZ,20260119,4.0,713260517.6600001,113595263.53099999,6.278963536761832,49.13038442610001,3.91
002628.SZ,20260119,4.5,253646805.2,61644764.430999994,4.114652842641828,34.7494793722,4.61
002546.SZ,20260119,9.09,1594692602.2900002,377038412.8705,4.229522902319566,80.1232096,10.0
