,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1280148.9112505938
Total Return [%],28.01489112505939
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000296
Total Fees Paid,0.0
Max Drawdown [%],12.06275290063572
Max Drawdown Duration,39 days 00:00:00
Total Trades,34760
Total Closed Trades,34500
Total Open Trades,260
Open Trade PnL,-10340.571966473486
Win Rate [%],62.286956521739135
Best Trade [%],64.63325200047645
Worst Trade [%],-27.070650298885113
Avg Winning Trade [%],3.3225395241283247
Avg Losing Trade [%],-2.8112062346264914
Avg Winning Trade Duration,5 days 12:54:46.890967471
Avg Losing Trade Duration,7 days 05:27:44.190609670
Profit Factor,1.450614033493729
Expectancy,8.175557892595602
Sharpe Ratio,1.4234891940253445
Calmar Ratio,2.3663251288728078
Omega Ratio,1.2895431045239416
Sortino Ratio,1.8226998519247466
