,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,995576.4903973198
Total Return [%],-0.4423509602680276
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000252
Total Fees Paid,0.0
Max Drawdown [%],18.439116362267114
Max Drawdown Duration,169 days 00:00:00
Total Trades,44744
Total Closed Trades,44484
Total Open Trades,260
Open Trade PnL,-18717.45311543931
Win Rate [%],57.5487815843899
Best Trade [%],61.8619125763818
Worst Trade [%],-28.871097576225008
Avg Winning Trade [%],4.335754417658348
Avg Losing Trade [%],-3.7069322947761227
Avg Winning Trade Duration,4 days 06:56:55.499999999
Avg Losing Trade Duration,5 days 16:00:18.514946962
Profit Factor,1.0109949956561808
Expectancy,-0.01998962963874007
Sharpe Ratio,0.11100056972638565
Calmar Ratio,-0.024389854406891297
Omega Ratio,1.0165424278018291
Sortino Ratio,0.14132569372507695
