,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1430839.6397962582
Total Return [%],43.083963979625814
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.000000000002
Total Fees Paid,0.0
Max Drawdown [%],17.092369981860166
Max Drawdown Duration,100 days 00:00:00
Total Trades,41035
Total Closed Trades,40775
Total Open Trades,260
Open Trade PnL,-30826.5382702012
Win Rate [%],61.0006131207848
Best Trade [%],103.94138968806708
Worst Trade [%],-29.842468221887565
Avg Winning Trade [%],4.893715629452662
Avg Losing Trade [%],-3.8794385366562825
Avg Winning Trade Duration,11 days 15:12:55.925702569
Avg Losing Trade Duration,14 days 02:03:37.932609937
Profit Factor,1.7116097334818807
Expectancy,11.177907651744288
Sharpe Ratio,1.6771685387462005
Calmar Ratio,2.57092911459344
Omega Ratio,1.2861074043853813
Sortino Ratio,2.2065365836337865
