date,000001.SZ,000002.SZ,000006.SZ,000007.SZ,000008.SZ,000009.SZ,000011.SZ,000012.SZ
2025-01-21,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-01-22,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-01-23,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-01-24,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-01-27,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-05,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-06,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-07,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-10,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-11,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-12,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-13,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-14,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-17,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-18,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-19,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
2025-02-20,19405571250.0,9716935625.0,1349987343.75,346448007.8125,2716234062.5,2551430312.5,526475507.8125,1959267343.75
