,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1051717.3990901369
Total Return [%],5.171739909013688
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000277
Total Fees Paid,0.0
Max Drawdown [%],16.735779812187594
Max Drawdown Duration,159 days 00:00:00
Total Trades,46714
Total Closed Trades,46454
Total Open Trades,260
Open Trade PnL,-16060.887214353128
Win Rate [%],60.97214448701942
Best Trade [%],199.38230128974286
Worst Trade [%],-27.376739070780516
Avg Winning Trade [%],4.601530346653999
Avg Losing Trade [%],-3.3665456174052677
Avg Winning Trade Duration,4 days 02:14:49.704843948
Avg Losing Trade Duration,4 days 22:40:23.706364350
Profit Factor,1.0462391409401364
Expectancy,0.9065141035916469
Sharpe Ratio,0.3319116879363546
Calmar Ratio,0.314321211339258
Omega Ratio,1.0496412416073564
Sortino Ratio,0.42397314802094854
