factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha101.alpha022,0.002814048012467269,0.42078355386630584,0.007206403770646056,0.8660900119172147,-0.000507413312877004,0.5070422535211268
