,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1108109.2394485986
Total Return [%],10.810923944859868
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000022
Total Fees Paid,0.0
Max Drawdown [%],21.78967070163623
Max Drawdown Duration,166 days 00:00:00
Total Trades,48346
Total Closed Trades,48086
Total Open Trades,260
Open Trade PnL,-4940.82911031117
Win Rate [%],68.19240527388429
Best Trade [%],199.40453916042765
Worst Trade [%],-30.195314023095303
Avg Winning Trade [%],7.134966447457103
Avg Losing Trade [%],-3.41129097850921
Avg Winning Trade Duration,7 days 01:01:13.007837516
Avg Losing Trade Duration,6 days 00:12:24.235356480
Profit Factor,1.0908396623594898
Expectancy,2.002880015977084
Sharpe Ratio,0.551090288093301
Calmar Ratio,0.5048816001296835
Omega Ratio,1.0837546667327653
Sortino Ratio,0.7143350133477907
