,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,790724.5918397129
Total Return [%],-20.927540816028703
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000126
Total Fees Paid,0.0
Max Drawdown [%],26.734947818453346
Max Drawdown Duration,329 days 00:00:00
Total Trades,42469
Total Closed Trades,42209
Total Open Trades,260
Open Trade PnL,8897.719560830605
Win Rate [%],64.68762586178303
Best Trade [%],182.30359943602878
Worst Trade [%],-33.72795406381605
Avg Winning Trade [%],10.954455665977811
Avg Losing Trade [%],-4.987460352755137
Avg Winning Trade Duration,10 days 22:15:47.201875183
Avg Losing Trade Duration,8 days 11:04:00.097303871
Profit Factor,0.7786518241074943
Expectancy,-5.336137598169586
Sharpe Ratio,-0.7600895762668849
Calmar Ratio,-0.7943624595536352
Omega Ratio,0.8952704273944478
Sortino Ratio,-0.9449647930934505
