factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,selected,drop_reason
_root__risk_adjusted_momentum,0.12842445786823847,0.15883507651501555,0.8085396543760144,0.09864057915588195,0.16831406273887353,0.5860507289216547,0.7123287671232876,True,
_root__momentum_factor,0.1606539402741824,0.2079789096015497,0.7724530366178308,0.09647265310321149,0.18803383810259333,0.5130600644899613,0.684931506849315,True,
