factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha191.alpha170,-0.0024441019357288275,-0.20729435469180482,0.0030781591966964872,0.18825427608906065,0.002249258073051473,0.5774647887323944
