signal,annual_return,sharpe,max_drawdown,excess_return,win_rate,avg_holding_days,turnover,trade_count,ic_periods
main_wave_pullback,0.9711421173861117,2.1949332222630513,-0.14524021796284328,0.6870164584352205,0.4331983805668016,1.8421052631578947,10.291666666666666,1482,72
