signal,annual_return,sharpe,max_drawdown,excess_return,win_rate,avg_holding_days,turnover,trade_count,ic_periods
main_wave_pullback,0.0,0.0,0.0,-0.04763898253440857,0.0,0.0,0.0,0,72
