trade_date,signal_date,instrument,action,price,weight,reason,holding_days,realized_return
2025-01-27,2025-01-27,SZ300493,BUY,12.118301391601562,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ000880,BUY,4.565241813659668,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300403,BUY,2.6678662300109863,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ002553,BUY,2.7440381050109863,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300153,BUY,1.7770966291427612,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SH603319,BUY,4.267596244812012,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300539,BUY,3.0874006748199463,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ301248,BUY,0.713918149471283,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SH603045,BUY,1.5748201608657837,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ002843,BUY,4.8687214851379395,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300421,BUY,2.5467679500579834,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ002779,BUY,7.731651306152344,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SH688577,BUY,1.0472774505615234,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300491,BUY,2.1199469566345215,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SH688226,BUY,1.5595800876617432,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300577,BUY,3.048581600189209,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ002729,BUY,2.4317386150360107,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ002718,BUY,1.137546420097351,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300680,BUY,5.734399795532227,0.05,buy_main_wave_pullback,0,
2025-01-27,2025-01-27,SZ300354,BUY,4.692609786987305,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ300493,SELL,10.672396659851074,0.05,trend_break_ma10,1,-0.1193157922902095
2025-02-05,2025-02-05,SZ000880,SELL,4.295275688171387,0.05,trend_break_ma10,1,-0.05913512065900106
2025-02-05,2025-02-05,SZ300153,SELL,1.5497792959213257,0.05,trend_break_ma10,1,-0.12791501007521988
2025-02-05,2025-02-05,SH603319,SELL,4.567065238952637,0.05,score_below_045,1,0.07017275697172165
2025-02-05,2025-02-05,SZ300539,SELL,3.1135072708129883,0.05,trend_break_ma10,1,0.008455849675087723
2025-02-05,2025-02-05,SZ301248,SELL,0.6795321702957153,0.05,overheat_ret5_ma5_distance,1,-0.048165156189170055
2025-02-05,2025-02-05,SZ002843,SELL,5.356164455413818,0.05,score_below_045,1,0.10011724264035804
2025-02-05,2025-02-05,SZ300491,SELL,1.9324055910110474,0.05,trend_break_ma10,1,-0.08846512175059396
2025-02-05,2025-02-05,SZ300577,SELL,2.865602731704712,0.05,trend_break_ma10,1,-0.06002098434010772
2025-02-05,2025-02-05,SZ300680,SELL,5.9232001304626465,0.05,score_below_045,1,0.03292416672404275
2025-02-05,2025-02-05,SZ301248,BUY,0.6795321702957153,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ002862,BUY,3.3495025634765625,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ300984,BUY,1.737704873085022,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ002892,BUY,4.7378411293029785,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ300608,BUY,2.1787710189819336,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ002488,BUY,2.679133892059326,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ003041,BUY,1.591435194015503,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SZ300412,BUY,2.1889684200286865,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SH603598,BUY,3.911282539367676,0.05,buy_main_wave_pullback,0,
2025-02-05,2025-02-05,SH600191,BUY,1.5480480194091797,0.05,buy_main_wave_pullback,0,
2025-02-06,2025-02-06,SZ002779,SELL,8.740252494812012,0.05,risk_rank_above_090,2,0.1304509410372774
2025-02-06,2025-02-06,SZ002862,SELL,3.4322140216827393,0.05,trend_break_ma10,1,0.02469365424826786
2025-02-06,2025-02-06,SZ300608,SELL,2.195530652999878,0.05,overheat_ret5_ma5_distance,1,0.007692242035501007
2025-02-06,2025-02-06,SZ002488,SELL,2.6885826587677,0.05,trend_break_ma10,1,0.0035267989914125053
2025-02-06,2025-02-06,SZ003041,SELL,1.5725308656692505,0.05,trend_break_ma10,1,-0.01187879243675205
2025-02-06,2025-02-06,SH603598,SELL,4.0607523918151855,0.05,risk_rank_above_090,1,0.03821504862997549
2025-02-06,2025-02-06,SZ002862,BUY,3.4322140216827393,0.05,buy_main_wave_pullback,0,
2025-02-06,2025-02-06,SZ002757,BUY,2.550187826156616,0.05,buy_main_wave_pullback,0,
2025-02-06,2025-02-06,SZ000856,BUY,2.5318126678466797,0.05,buy_main_wave_pullback,0,
2025-02-06,2025-02-06,SH603901,BUY,1.7110233306884766,0.05,buy_main_wave_pullback,0,
2025-02-06,2025-02-06,SZ301061,BUY,2.031456708908081,0.05,buy_main_wave_pullback,0,
2025-02-06,2025-02-06,SZ301280,BUY,1.3492988348007202,0.05,buy_main_wave_pullback,0,
2025-02-07,2025-02-07,SH688226,SELL,1.531233549118042,0.05,stale_exit_3d_lt_1pct,3,-0.018175750490762366
2025-02-07,2025-02-07,SZ002729,SELL,2.413652181625366,0.05,stale_exit_3d_lt_1pct,3,-0.007437655222815476
2025-02-07,2025-02-07,SZ002718,SELL,1.061957836151123,0.05,stop_loss_6pct,3,-0.06644879066979892
2025-02-07,2025-02-07,SZ002862,SELL,3.3550994396209717,0.05,trend_break_ma10,1,-0.022467882706207254
2025-02-07,2025-02-07,SH603901,SELL,1.8405797481536865,0.05,overheat_ret5_ma5_distance,1,0.0757186738143889
2025-02-07,2025-02-07,SZ002862,BUY,3.3550994396209717,0.05,buy_main_wave_pullback,0,
2025-02-07,2025-02-07,SZ002718,BUY,1.061957836151123,0.05,buy_main_wave_pullback,0,
2025-02-07,2025-02-07,SZ002729,BUY,2.413652181625366,0.05,buy_main_wave_pullback,0,
2025-02-07,2025-02-07,SZ300488,BUY,2.9357733726501465,0.05,buy_main_wave_pullback,0,
2025-02-07,2025-02-07,SZ300448,BUY,2.63808274269104,0.05,buy_main_wave_pullback,0,
2025-02-10,2025-02-10,SZ300354,SELL,4.767940044403076,0.05,trend_break_ma10,4,0.016052955782657197
2025-02-10,2025-02-10,SZ301061,SELL,2.1308183670043945,0.05,score_below_045,2,0.048911531149349985
2025-02-10,2025-02-10,SZ002862,SELL,3.396766185760498,0.05,trend_break_ma10,1,0.01241893031469532
2025-02-10,2025-02-10,SZ002718,SELL,0.9774473309516907,0.05,trend_break_ma10,1,-0.07957990639790902
2025-02-10,2025-02-10,SZ300488,SELL,3.1056630611419678,0.05,score_below_045,1,0.057868802161135546
2025-02-10,2025-02-10,SZ300448,SELL,2.751978874206543,0.05,overheat_ret5_ma5_distance,1,0.04317382835358696
2025-02-10,2025-02-10,SZ300553,BUY,2.222879648208618,0.05,buy_main_wave_pullback,0,
2025-02-10,2025-02-10,SZ300547,BUY,3.7460668087005615,0.05,buy_main_wave_pullback,0,
2025-02-10,2025-02-10,SZ300731,BUY,1.8914525508880615,0.05,buy_main_wave_pullback,0,
2025-02-10,2025-02-10,SZ301191,BUY,1.4537880420684814,0.05,buy_main_wave_pullback,0,
2025-02-10,2025-02-10,SH600261,BUY,4.586945056915283,0.05,buy_main_wave_pullback,0,
2025-02-10,2025-02-10,SH605488,BUY,1.8266485929489136,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ300403,SELL,3.0518171787261963,0.05,risk_rank_above_090,5,0.14391686674396298
2025-02-11,2025-02-11,SZ300421,SELL,2.6760456562042236,0.05,score_below_045,5,0.05076147834485556
2025-02-11,2025-02-11,SH688577,SELL,1.0653733015060425,0.05,trend_break_ma10,5,0.017278946409871043
2025-02-11,2025-02-11,SZ300984,SELL,2.1515953540802,0.05,overheat_ret5_ma5_distance,4,0.23818226409204968
2025-02-11,2025-02-11,SZ002892,SELL,5.0391459465026855,0.05,score_below_045,4,0.06359538215331306
2025-02-11,2025-02-11,SZ300412,SELL,2.197650671005249,0.05,stale_exit_3d_lt_1pct,4,0.003966366484377426
2025-02-11,2025-02-11,SZ301280,SELL,1.337279200553894,0.05,score_below_045,3,-0.008908059457860107
2025-02-11,2025-02-11,SZ300547,SELL,3.6758968830108643,0.05,trend_break_ma10,1,-0.01873162686974017
2025-02-11,2025-02-11,SH605488,SELL,2.0095174312591553,0.05,score_below_045,1,0.10011166844905905
2025-02-11,2025-02-11,SH603166,BUY,1.948503017425537,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ300840,BUY,3.0888888835906982,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ002213,BUY,2.6023917198181152,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SH688535,BUY,1.4148443937301636,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ300608,BUY,2.2350666522979736,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SH603683,BUY,1.3420073986053467,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ000532,BUY,6.762025356292725,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ002843,BUY,5.194064140319824,0.05,buy_main_wave_pullback,0,
2025-02-11,2025-02-11,SZ300465,BUY,3.714373826980591,0.05,buy_main_wave_pullback,0,
2025-02-12,2025-02-12,SZ002553,SELL,2.905007839202881,0.05,score_below_045,6,0.058661624959923886
2025-02-12,2025-02-12,SZ300840,SELL,3.046783685684204,0.05,trend_break_ma10,1,-0.013631179201742172
2025-02-12,2025-02-12,SZ002843,SELL,5.157534122467041,0.05,trend_break_ma10,1,-0.007033031719653304
2025-02-12,2025-02-12,SZ300287,BUY,4.681788921356201,0.05,buy_main_wave_pullback,0,
2025-02-12,2025-02-12,SZ002843,BUY,5.157534122467041,0.05,buy_main_wave_pullback,0,
2025-02-12,2025-02-12,SZ300840,BUY,3.046783685684204,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SH603045,SELL,1.5208632946014404,0.05,trend_break_ma10,7,-0.03426223997201028
2025-02-13,2025-02-13,SZ002729,SELL,2.41540265083313,0.05,trend_break_ma10,4,0.0007252367267702731
2025-02-13,2025-02-13,SZ300553,SELL,2.1316568851470947,0.05,stale_exit_3d_lt_1pct,3,-0.04103810259590002
2025-02-13,2025-02-13,SZ300731,SELL,1.852123737335205,0.05,stale_exit_3d_lt_1pct,3,-0.0207929157590504
2025-02-13,2025-02-13,SZ301191,SELL,1.3992446660995483,0.05,stale_exit_3d_lt_1pct,3,-0.03751810744799333
2025-02-13,2025-02-13,SH600261,SELL,4.4010443687438965,0.05,trend_break_ma10,3,-0.04052821341104196
2025-02-13,2025-02-13,SH688535,SELL,1.3698323965072632,0.05,trend_break_ma10,2,-0.03181409731159801
2025-02-13,2025-02-13,SZ002843,SELL,5.083333492279053,0.05,trend_break_ma10,1,-0.014386842321557958
2025-02-13,2025-02-13,SZ300840,SELL,3.015204668045044,0.05,trend_break_ma10,1,-0.010364706161300252
2025-02-13,2025-02-13,SZ300403,BUY,2.8315939903259277,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SZ002708,BUY,1.9663963317871094,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SZ300613,BUY,4.175861358642578,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SH603583,BUY,2.2288095951080322,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SH603286,BUY,2.1471102237701416,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SH603901,BUY,1.9086517095565796,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SZ000880,BUY,4.791901111602783,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SH600480,BUY,6.895114898681641,0.05,buy_main_wave_pullback,0,
2025-02-13,2025-02-13,SZ300063,BUY,2.1917216777801514,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ301248,SELL,0.7403509020805359,0.05,max_holding_days_7,7,0.0895008867032061
2025-02-14,2025-02-14,SH600191,SELL,1.617117166519165,0.05,max_holding_days_7,7,0.044616928056499194
2025-02-14,2025-02-14,SZ000856,SELL,2.5966386795043945,0.05,trend_break_ma10,6,0.025604584604930425
2025-02-14,2025-02-14,SH603166,SELL,1.857485055923462,0.05,trend_break_ma10,3,-0.04671173751751889
2025-02-14,2025-02-14,SH603683,SELL,1.327881097793579,0.05,score_below_045,3,-0.010526246596291533
2025-02-14,2025-02-14,SZ000532,SELL,6.389029502868652,0.05,trend_break_ma10,3,-0.055160374853809646
2025-02-14,2025-02-14,SZ300465,SELL,3.6483652591705322,0.05,trend_break_ma10,3,-0.017771115909385182
2025-02-14,2025-02-14,SZ300287,SELL,5.695207595825195,0.05,score_below_045,2,0.21645971048507495
2025-02-14,2025-02-14,SZ300403,SELL,2.7988483905792236,0.05,trend_break_ma10,1,-0.0115643697008041
2025-02-14,2025-02-14,SZ300613,SELL,4.161632537841797,0.05,trend_break_ma10,1,-0.003407397798620093
2025-02-14,2025-02-14,SZ000880,SELL,5.270528793334961,0.05,overheat_ret5_ma5_distance,1,0.09988262916637858
2025-02-14,2025-02-14,SZ000856,BUY,2.5966386795043945,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ000532,BUY,6.389029502868652,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ300790,BUY,2.9632887840270996,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ002779,BUY,8.992546081542969,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ300817,BUY,1.697920560836792,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ300984,BUY,2.0149831771850586,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ300688,BUY,5.001291751861572,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SH600191,BUY,1.617117166519165,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ300465,BUY,3.6483652591705322,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SZ300403,BUY,2.7988483905792236,0.05,buy_main_wave_pullback,0,
2025-02-14,2025-02-14,SH603166,BUY,1.857485055923462,0.05,buy_main_wave_pullback,0,
2025-02-17,2025-02-17,SZ002757,SELL,3.085346221923828,0.05,score_below_045,7,0.20985058052517958
2025-02-17,2025-02-17,SH603583,SELL,2.453571319580078,0.05,risk_rank_above_090,2,0.10084384281428549
2025-02-17,2025-02-17,SZ000532,SELL,6.5299577713012695,0.05,trend_break_ma10,1,0.02205785219325418
2025-02-17,2025-02-17,SH600191,SELL,1.5578078031539917,0.05,trend_break_ma10,1,-0.036675984024606145
2025-02-17,2025-02-17,SZ301248,BUY,0.7330994009971619,0.05,buy_main_wave_pullback,0,
2025-02-17,2025-02-17,SH603636,BUY,3.8402228355407715,0.05,buy_main_wave_pullback,0,
2025-02-17,2025-02-17,SZ301191,BUY,1.4409019947052002,0.05,buy_main_wave_pullback,0,
2025-02-17,2025-02-17,SZ000868,BUY,5.302158355712891,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ002213,SELL,2.6255605220794678,0.05,trend_break_ma10,5,0.00890288809517581
2025-02-18,2025-02-18,SZ300608,SELL,2.203695774078369,0.05,trend_break_ma10,5,-0.014035768547372207
2025-02-18,2025-02-18,SZ002708,SELL,1.930475115776062,0.05,trend_break_ma10,3,-0.018267536116893246
2025-02-18,2025-02-18,SH603286,SELL,2.4176883697509766,0.05,risk_rank_above_090,3,0.1260196812372878
2025-02-18,2025-02-18,SH603901,SELL,1.8124725818634033,0.05,trend_break_ma10,3,-0.050391135905838325
2025-02-18,2025-02-18,SH600480,SELL,6.857758522033691,0.05,stale_exit_3d_lt_1pct,3,-0.005417803357430917
2025-02-18,2025-02-18,SZ300063,SELL,1.9961909055709839,0.05,trend_break_ma10,3,-0.089213322198468
2025-02-18,2025-02-18,SZ000856,SELL,3.142857074737549,0.05,risk_rank_above_090,2,0.21035594961460236
2025-02-18,2025-02-18,SZ002779,SELL,9.944953918457031,0.05,risk_rank_above_090,2,0.1059108097170458
2025-02-18,2025-02-18,SZ300817,SELL,1.916824221611023,0.05,score_below_045,2,0.12892455973696904
2025-02-18,2025-02-18,SZ300984,SELL,1.9920676946640015,0.05,trend_break_ma10,2,-0.011372542848258504
2025-02-18,2025-02-18,SZ300688,SELL,4.542635440826416,0.05,trend_break_ma10,2,-0.09170756952230108
2025-02-18,2025-02-18,SZ300465,SELL,3.560765027999878,0.05,trend_break_ma10,2,-0.024010817159949238
2025-02-18,2025-02-18,SH603166,SELL,1.888622760772705,0.05,trend_break_ma10,2,0.01676336762438324
2025-02-18,2025-02-18,SZ000868,SELL,5.0923261642456055,0.05,trend_break_ma10,1,-0.039574863176464414
2025-02-18,2025-02-18,SZ300984,BUY,1.9920676946640015,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300571,BUY,5.485005855560303,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SH603901,BUY,1.8124725818634033,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300687,BUY,3.237452983856201,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300192,BUY,2.5831542015075684,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300590,BUY,2.188002824783325,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SH603138,BUY,3.5378735065460205,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300652,BUY,1.7857455015182495,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300467,BUY,1.5613168478012085,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300556,BUY,2.6942355632781982,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SH688655,BUY,0.542553186416626,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300479,BUY,2.742280960083008,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SH603660,BUY,1.3391003608703613,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ300378,BUY,3.188565731048584,0.05,buy_main_wave_pullback,0,
2025-02-18,2025-02-18,SZ002235,BUY,1.4305555820465088,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SZ300790,SELL,3.179732322692871,0.05,risk_rank_above_090,3,0.0730416623018515
2025-02-19,2025-02-19,SZ300984,SELL,2.0148069858551025,0.05,trend_break_ma10,1,0.011414918906627047
2025-02-19,2025-02-19,SZ300571,SELL,6.5818915367126465,0.05,score_below_045,1,0.19997894442362352
2025-02-19,2025-02-19,SZ300192,SELL,2.6369175910949707,0.05,trend_break_ma10,1,0.020813077885952547
2025-02-19,2025-02-19,SZ300590,SELL,2.254084348678589,0.05,trend_break_ma10,1,0.03020175437927408
2025-02-19,2025-02-19,SZ300652,SELL,1.906864881515503,0.05,score_below_045,1,0.06782566714813343
2025-02-19,2025-02-19,SZ300467,SELL,1.5837448835372925,0.05,trend_break_ma10,1,0.014364820162972913
2025-02-19,2025-02-19,SZ300556,SELL,2.7719297409057617,0.05,trend_break_ma10,1,0.0288371880642202
2025-02-19,2025-02-19,SH603660,SELL,1.3737024068832397,0.05,trend_break_ma10,1,0.025839770508603532
2025-02-19,2025-02-19,SZ002235,SELL,1.4561110734939575,0.05,trend_break_ma10,1,0.01786403252566382
2025-02-19,2025-02-19,SZ300984,BUY,2.0148069858551025,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SH603039,BUY,12.379776000976562,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SZ301070,BUY,1.3722518682479858,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SZ300608,BUY,2.253115653991699,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SZ301306,BUY,0.7968220114707947,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SZ300634,BUY,3.0629844665527344,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SZ300559,BUY,3.141953229904175,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SH600846,BUY,2.5304830074310303,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SH603985,BUY,1.4850668907165527,0.05,buy_main_wave_pullback,0,
2025-02-19,2025-02-19,SH600797,BUY,3.1079823970794678,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300403,SELL,3.4008636474609375,0.05,risk_rank_above_090,4,0.21509391466435468
2025-02-20,2025-02-20,SH603636,SELL,3.7176034450531006,0.05,stale_exit_3d_lt_1pct,3,-0.0319302800225143
2025-02-20,2025-02-20,SZ301191,SELL,1.4281270503997803,0.05,stale_exit_3d_lt_1pct,3,-0.008865935610029907
2025-02-20,2025-02-20,SH603901,SELL,1.897233247756958,0.05,trend_break_ma10,2,0.046765212749542595
2025-02-20,2025-02-20,SZ300687,SELL,3.2685070037841797,0.05,trend_break_ma10,2,0.009592114567479992
2025-02-20,2025-02-20,SH603138,SELL,3.619874954223633,0.05,trend_break_ma10,2,0.023178173986686534
2025-02-20,2025-02-20,SZ300378,SELL,3.1494483947753906,0.05,trend_break_ma10,2,-0.01226800372728376
2025-02-20,2025-02-20,SH603039,SELL,12.066169738769531,0.05,trend_break_ma10,1,-0.025332143504235738
2025-02-20,2025-02-20,SZ300608,SELL,2.2217447757720947,0.05,trend_break_ma10,1,-0.01392333241483934
2025-02-20,2025-02-20,SZ301306,SELL,0.7795036435127258,0.05,trend_break_ma10,1,-0.02173429913927971
2025-02-20,2025-02-20,SZ300634,SELL,3.077519416809082,0.05,trend_break_ma10,1,0.0047453555233683
2025-02-20,2025-02-20,SH603636,BUY,3.7176034450531006,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SH603110,BUY,2.40095853805542,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300378,BUY,3.1494483947753906,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300852,BUY,2.1270742416381836,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300687,BUY,3.2685070037841797,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300192,BUY,2.634050130844116,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300451,BUY,5.504705429077148,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ002112,BUY,3.264923334121704,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300608,BUY,2.2217447757720947,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ000042,BUY,1.6296038627624512,0.05,buy_main_wave_pullback,0,
2025-02-20,2025-02-20,SZ300204,BUY,1.231201171875,0.05,buy_main_wave_pullback,0,
2025-02-21,2025-02-21,SZ300984,SELL,2.01780366897583,0.05,trend_break_ma10,2,0.0014873301223221613
2025-02-21,2025-02-21,SH600846,SELL,2.5249407291412354,0.05,trend_break_ma10,2,-0.002190205693347602
2025-02-21,2025-02-21,SH600797,SELL,3.5042624473571777,0.05,risk_rank_above_090,2,0.12750395583002305
2025-02-21,2025-02-21,SZ300378,SELL,3.2153127193450928,0.05,trend_break_ma10,1,0.020912971515572032
2025-02-21,2025-02-21,SZ300852,SELL,2.062171697616577,0.05,trend_break_ma10,1,-0.030512589899834075
2025-02-21,2025-02-21,SZ300852,BUY,2.062171697616577,0.05,buy_main_wave_pullback,0,
2025-02-21,2025-02-21,SH688685,BUY,2.702314853668213,0.05,buy_main_wave_pullback,0,
2025-02-21,2025-02-21,SH603918,BUY,5.491228103637695,0.05,buy_main_wave_pullback,0,
2025-02-21,2025-02-21,SH605255,BUY,1.066922664642334,0.05,buy_main_wave_pullback,0,
2025-02-21,2025-02-21,SZ300790,BUY,3.191586971282959,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ301070,SELL,1.3342583179473877,0.05,stale_exit_3d_lt_1pct,3,-0.02768700934552648
2025-02-24,2025-02-24,SZ300559,SELL,3.105180025100708,0.05,trend_break_ma10,3,-0.011703931316822458
2025-02-24,2025-02-24,SH603636,SELL,3.5494658946990967,0.05,trend_break_ma10,2,-0.04522740330944641
2025-02-24,2025-02-24,SH603110,SELL,2.2161874771118164,0.05,trend_break_ma10,2,-0.07695720605540024
2025-02-24,2025-02-24,SZ300687,SELL,3.3594729900360107,0.05,trend_break_ma10,2,0.027831051347454228
2025-02-24,2025-02-24,SZ300192,SELL,2.6315412521362305,0.05,trend_break_ma10,2,-0.000952479483403712
2025-02-24,2025-02-24,SZ002112,SELL,3.555997610092163,0.05,risk_rank_above_090,2,0.08915194820302297
2025-02-24,2025-02-24,SZ300852,SELL,2.0233144760131836,0.05,trend_break_ma10,1,-0.018842864368812773
2025-02-24,2025-02-24,SH688685,SELL,2.470492362976074,0.05,trend_break_ma10,1,-0.08578663229321892
2025-02-24,2025-02-24,SH605255,SELL,0.9643445014953613,0.05,stop_loss_6pct,1,-0.09614395358388983
2025-02-24,2025-02-24,SZ300790,SELL,2.9782025814056396,0.05,trend_break_ma10,1,-0.06685839734191634
2025-02-24,2025-02-24,SH688685,BUY,2.470492362976074,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ300674,BUY,4.065614700317383,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ300287,BUY,5.996805191040039,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ300571,BUY,6.688004493713379,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ300790,BUY,2.9782025814056396,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ002036,BUY,12.97275161743164,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ301070,BUY,1.3342583179473877,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ002908,BUY,2.9285714626312256,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SH600371,BUY,2.456603765487671,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ002448,BUY,1.2241939306259155,0.05,buy_main_wave_pullback,0,
2025-02-24,2025-02-24,SZ300816,BUY,1.1832191944122314,0.05,buy_main_wave_pullback,0,
2025-02-25,2025-02-25,SH688655,SELL,0.682624101638794,0.05,risk_rank_above_090,5,0.2581699245880158
2025-02-25,2025-02-25,SZ300608,SELL,2.266007661819458,0.05,trend_break_ma10,3,0.019922579105415616
2025-02-25,2025-02-25,SZ300204,SELL,1.184078574180603,0.05,score_below_045,3,-0.03827367839703555
2025-02-25,2025-02-25,SH603918,SELL,5.067251682281494,0.05,trend_break_ma10,2,-0.07720976316305916
2025-02-25,2025-02-25,SH688685,SELL,2.5399413108825684,0.05,trend_break_ma10,1,0.02811137931340646
2025-02-25,2025-02-25,SZ300674,SELL,3.9501662254333496,0.05,trend_break_ma10,1,-0.028396314799585043
2025-02-25,2025-02-25,SZ300790,SELL,2.972848892211914,0.05,trend_break_ma10,1,-0.0017976242540219678
