signal,annual_return,sharpe,max_drawdown,excess_return,win_rate,avg_holding_days,turnover,trade_count,ic_periods
main_wave_pullback,0.9711421173861117,2.1949332222630513,-0.14524021796284328,0.6870164584352205,0.40179956562209124,1.7663667390629847,45.041666666666664,6466,72
