generation,factor,expr_key,operation,parents,mutation_op,fitness,hit_rate,uplift,coverage,depth,complexity
2,mwega_g002_0038,"THEN[(1, 8)](big_amount_breakout,AND(long_lower_shadow,close_near_high))",crossover,"THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,close_near_high))|big_amount_breakout",,0.14992385669625158,0.23450905624404195,1.0365949782062445,0.015356744194557799,3,5
2,mwega_g002_0022,"THEN[(1, 10)](break_60d_high,higher_high)",crossover,"THEN[(1, 10)](break_60d_high,THEN[(1, 5)](close_near_high,volume_breakout))|higher_high",,0.14956798552214168,0.2752177355502771,1.2165386154120421,0.04622394641974857,2,3
2,mwega_g002_0027,"THEN[(1, 3)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(pullback_depth_ok,shrink_volume_pullback))",crossover+mutate,"THEN[(1, 3)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))|shrink_volume_pullback",THEN,0.14658953820256507,0.24722689075630253,1.0928113290807635,0.04355225355463246,3,7
2,mwega_g002_0007,long_upper_shadow_high_volume,template_or_random,,,0.1443507717986996,0.25816177103971055,1.141146528456908,0.0424872362618259,1,1
2,mwega_g002_0009,"THEN[(1, 3)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(pullback_not_break_ma20,ma10_above_ma20))",crossover+mutate,"volume_down_break|THEN[(1, 3)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",THEN,0.1399631667936208,0.22461140975955327,0.9928446394935053,0.08782549819752228,3,7
2,mwega_g002_0016,"THEN[(2, 10)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",template_or_random,,,0.12679461281679347,0.21743343638964516,0.9611160091876386,0.07931267956154958,3,7
2,mwega_g002_0026,"COUNT_GE[(3, 2)](WITHOUT[60](ANY[20](volume_double)))",crossover+mutate,"COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))|restart_big_up",COUNT_GE,0.12638317840704646,0.21123655692447155,0.9337240856643799,0.17764195655754203,4,4
2,mwega_g002_0032,near_limit_up,template_or_random,,,0.12394399157088243,0.30695172023219597,1.3568116167477282,0.025849543433308326,1,1
2,mwega_g002_0030,big_amount_breakout,template_or_random,,,0.12170423200199272,0.2675182261854552,1.182504651564093,0.060742584222372685,1,1
2,mwega_g002_0028,"AND(volume_down_break,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))",crossover,"AND(ma_bull_order,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))|volume_down_break",,0.11415830582406956,0.2952261306532663,1.304981263290601,0.0029132431789485242,4,7
2,mwega_g002_0006,"AND(THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout)),ANY[3](close_above_ma20))",crossover,"AND(volume_down_break,ANY[3](close_above_ma20))|THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",,0.11319912609491786,0.2699061823430358,1.1930600791487267,0.01521400991820228,4,8
2,mwega_g002_0013,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",template_or_random,,,0.11266131167568456,0.30049610205527993,1.328275996458317,0.020656211685911394,4,6
2,mwega_g002_0039,"THEN[(1, 10)](long_upper_shadow,THEN[(1, 5)](close_near_high,volume_breakout))",crossover,"THEN[(1, 10)](break_60d_high,THEN[(1, 5)](close_near_high,volume_breakout))|long_upper_shadow",,0.11194096286377182,0.26503412284223204,1.1715242267900035,0.04558347210276868,3,5
2,mwega_g002_0049,"THEN[(5, 5)](volume_breakout,break_20d_high)",random_inject,,,0.107818545230287,0.28160693186293817,1.2447806326652524,0.00929236737606822,2,3
2,mwega_g002_0043,gap_up_big,mutate,big_bear_candle,event,0.10565157558372124,0.27960084436768373,1.2359131703304116,0.019071495233041157,1,1
2,mwega_g002_0010,"THEN[(1, 3)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",crossover+mutate,"big_bull_candle|THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",THEN,0.10232355653542101,0.30391018195896247,1.3433671751958636,0.009453400918623163,4,6
2,mwega_g002_0034,"THEN[(2, 10)](THEN[(3, 10)](volume_double,big_up),AND(lower_shadow_on_ma,ma10_above_ma20))",crossover,"THEN[(2, 10)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))|big_up",,0.09675712850952961,0.24788549121665582,1.0957225255214507,0.022500777718813477,3,7
2,mwega_g002_0014,"AND(THEN[(1, 10)](big_bull_candle,AND(long_lower_shadow,close_near_high)),AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))",crossover+mutate,"AND(volume_down_break,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))|THEN[(1, 10)](big_bull_candle,AND(long_lower_shadow,close_near_high))",AND,0.06736629855132942,0.238882863340564,1.0559284169421006,0.013497538748696178,4,11
2,mwega_g002_0036,"THEN[(1, 8)](AND(big_up,doji_like),AND(long_lower_shadow,close_near_high))",crossover,"THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,close_near_high))|AND(big_up,doji_like)",,0.03872000707572189,0.26099706744868034,1.1536793238479983,0.0012480099548008124,3,7
3,mwega_g003_0000,WITHOUT[10](higher_low),random_inject,,,0.49934278750012107,0.37395833333333334,1.6529994048004228,0.01405383644115871,2,2
