factor,valid,support,coverage,baseline_hit_rate,hit_rate,uplift,fail_rate,future_ret_20d_mean,future_ret_20d_median,future_max_up_20d_mean,future_max_drawdown_20d_mean,valid_support,valid_hit_rate,valid_uplift,stability,expr_key,expression,complexity,depth,non_null_ratio,operation,parents,mutation_op,first_generation,generation,fitness
mwega_g000_0001,True,4157,0.01521400991820228,0.22623016817025637,0.2699061823430358,1.1930600791487267,0.32427231176329085,0.006747863689812514,-0.019293400492912394,0.15541467784626795,-0.10682880310981062,1103,0.3173164097914778,1.37402250150185,0.8505900546410529,"THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))","THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",5,3,0.9724517906336088,template_or_random,,,0,0,0.12219912609491786
mwega_g000_0042,True,16597,0.060742584222372685,0.22623016817025637,0.2675182261854552,1.182504651564093,0.30234379707175996,0.005571259935051,-0.013883972358099128,0.1503446437408528,-0.10311891936317706,5327,0.3193166885676741,1.382683976178109,0.8377834161610346,big_amount_breakout,big_amount_breakout,1,1,1.0,template_or_random,,,0,0,0.12170423200199272
mwega_g000_0056,True,5644,0.020656211685911394,0.22623016817025637,0.30049610205527993,1.328275996458317,0.42593905031892276,0.002166953964829251,-0.030073758988914456,0.18531962282527478,-0.13103846191423169,1519,0.3087557603686636,1.3369537443513917,0.9732485693432201,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)","THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",6,4,0.9724517906336088,template_or_random,,,0,0,0.11266131167568456
mwega_g000_0033,True,4864,0.017801526158801033,0.22623016817025637,0.2393092105263158,1.0578129895842026,0.3334703947368421,0.003392652063272858,-0.01435466550700798,0.1394920107171602,-0.10877117349375405,1389,0.298776097912167,1.293740470945108,0.8009650443880786,"AND(volume_down_break,ANY[3](close_above_ma20))","AND(volume_down_break,ANY[3](close_above_ma20))",4,3,1.0,template_or_random,,,0,0,0.08184748427101544
mwega_g000_0047,True,12261,0.04487346057423097,0.22623016817025637,0.2505505260582334,1.1075027176290388,0.3303971943560884,0.0025064609625648827,-0.018128778104562038,0.147735434566902,-0.1073319658724884,3795,0.3251646903820817,1.4080066063159578,0.7705342353249561,"COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))","COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))",5,4,1.0,template_or_random,,,0,0,0.07501010806946129
mwega_g000_0000,True,1225,0.004483320218859224,0.22623016817025637,0.3053061224489796,1.3495376187812944,0.47346938775510206,-0.007487478855617611,-0.04964711826135071,0.20645498356866968,-0.1413490469701857,417,0.35251798561151076,1.5264500336828464,0.8660724698042482,"THEN[(1, 10)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))","THEN[(1, 10)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))",5,3,0.9724517906336088,template_or_random,,,0,0,0.0653766631483917
mwega_g001_0045,True,24512,0.0897103226160631,0.22623016817025637,0.2529781331592689,1.1182334133654648,0.11949249347258485,0.04263265758745685,0.025895809268718928,0.1488798460130415,-0.06324892069757224,5682,0.24287222808870115,1.0516692364036937,0.9600522584922179,"AND(NOT(volume_breakout),THEN[(2, 2)](WITHOUT[5](big_bull_candle),WITHOUT[20](lower_shadow_on_ma)))","AND(NOT(volume_breakout),THEN[(2, 2)](WITHOUT[5](big_bull_candle),WITHOUT[20](lower_shadow_on_ma)))",8,4,0.9944903581267217,random_inject,,,1,1,0.27175743801443886
mwega_g001_0020,True,865,0.0031657730525005948,0.22623016817025637,0.376878612716763,1.6659078484755028,0.44277456647398844,0.03802572936594014,-0.03510971793005124,0.2825669882823319,-0.11754018237292317,264,0.4772727272727273,2.0666547533952824,0.7896504266446462,"AND(big_up,doji_like)","AND(big_up,doji_like)",3,2,1.0,crossover+mutate,"restart_big_up|THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",AND,1,1,0.23131205479030173
mwega_g001_0000,True,26770,0.09797427123172361,0.22623016817025637,0.2269331341053418,1.003107304126461,0.1963391856555846,0.038631157222882274,0.021124995449921413,0.13114489902049858,-0.07979683069745089,8987,0.2077445198620229,0.8995615607831187,0.9154437525442557,consecutive_down,consecutive_down,1,1,1.0,template_or_random,,,0,1,0.21696243568116147
mwega_g001_0001,True,17560,0.06426702289238201,0.22623016817025637,0.273120728929385,1.2072692653609296,0.29874715261958995,0.034264166086017706,0.014062905441899365,0.15439010470687115,-0.10330327327227252,4247,0.2705439133506004,1.1714913352019003,0.9905652874137912,big_bear_candle,big_bear_candle,1,1,1.0,template_or_random,,,0,1,0.21363607454719719
mwega_g001_0002,True,6717,0.024583234212308087,0.22623016817025637,0.27378293881196963,1.2101964164475447,0.24132797379782642,0.023362747060425206,0.0043163563689778695,0.15500163673675998,-0.08999502489292287,1417,0.27805222300635146,1.2040033203905172,0.9846457469455862,"THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,close_near_high))","THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,close_near_high))",5,3,0.9779614325068868,template_or_random,,,0,1,0.2067253931686709
mwega_g001_0011,True,7731,0.02829432539755156,0.22623016817025637,0.2689173457508731,1.188689147543272,0.22778424524641055,0.02363590072952858,0.0051060139521135195,0.15198619481455056,-0.08682348744757888,1722,0.26248548199767713,1.1365972494752883,0.9760823767792409,"THEN[(1, 10)](big_bull_candle,AND(long_lower_shadow,close_near_high))","THEN[(1, 10)](big_bull_candle,AND(long_lower_shadow,close_near_high))",5,3,0.9724517906336088,mutate,"THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,close_near_high))",THEN,1,1,0.20642372752511512
mwega_g001_0003,True,12899,0.047208446941277654,0.22623016817025637,0.3058376618342507,1.3518871700792943,0.3494844561593922,0.017807888582297163,-0.009602796727374296,0.1823796028717615,-0.11190641721634736,3373,0.3207826860361696,1.3890319413217371,0.9534107517254413,restart_big_up,restart_big_up,1,1,1.0,template_or_random,,,0,1,0.18336250020925193
mwega_g001_0049,True,62985,0.2305158563141618,0.22623016817025637,0.23172183853298403,1.0242747039757967,0.21246328490910535,0.0257031624583649,0.012154594392125073,0.13262901981893713,-0.08237855655438835,19966,0.24211158970249425,1.0483755704415674,0.957086931764493,long_upper_shadow,long_upper_shadow,1,1,1.0,random_inject,,,1,1,0.1758658020699628
mwega_g001_0031,True,5166,0.018906801837246325,0.22623016817025637,0.2770034843205575,1.2244321195575036,0.2706155632984901,0.016394392943672093,-0.006818244573635113,0.15226590807183163,-0.0958812838191872,1677,0.30709600477042337,1.329766780587134,0.9020094042826697,"THEN[(1, 10)](consecutive_down,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))","THEN[(1, 10)](consecutive_down,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",5,3,0.9724517906336088,crossover+mutate,"big_up|THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",THEN,1,1,0.17471995624630848
mwega_g001_0004,True,16907,0.06187713872673706,0.22623016817025637,0.30289229313302185,1.3388678246708063,0.36067900869462355,0.016753729842531886,-0.012704860998411394,0.18309437215254454,-0.11373648485271456,4427,0.32414727806641064,1.403601074890855,0.9344280011845908,big_up,big_up,1,1,1.0,template_or_random,,,0,1,0.17002134507492644
mwega_g001_0047,True,22580,0.08263948615660512,0.22623016817025637,0.28733392382639505,1.270095523290922,0.3259964570416298,0.017254691717098907,-0.0061692417340794,0.16839190890509875,-0.10738763223040095,5756,0.3036831132731063,1.3149885038646048,0.9461636530576258,big_bull_candle,big_bull_candle,1,1,1.0,random_inject,,,1,1,0.16802604300327728
mwega_g001_0046,True,39749,0.14547550643219206,0.22623016817025637,0.21864700998767264,0.966480340602157,0.18302347228861104,0.01907793618368446,0.008056974938132955,0.12081978940355724,-0.0772053490530603,11306,0.23253139925703167,1.0068920642800396,0.9402902605251529,shrink_volume_pullback,shrink_volume_pullback,1,1,1.0,random_inject,,,1,1,0.1651068079369595
mwega_g001_0005,True,26933,0.09857082730982487,0.22623016817025637,0.2770578843797572,1.2246725828858018,0.31723164890654587,0.025001157194867122,0.0043469189061662306,0.16860360431481852,-0.10544050463740254,4774,0.30435693338919145,1.317906235103509,0.9103058086916455,"AND(DECAY[10](near_limit_up),WITHOUT[5](long_upper_shadow_high_volume))","AND(DECAY[10](near_limit_up),WITHOUT[5](long_upper_shadow_high_volume))",5,3,1.0,template_or_random,,,0,1,0.16404868572023934
mwega_g001_0027,True,5957,0.021801745749995424,0.22623016817025637,0.25835151922108446,1.1419852679712204,0.3030048682222595,0.016840913206816292,-0.0025565704217144214,0.14577292681204956,-0.10306807498660166,1629,0.28115408225905464,1.2174347858873902,0.9188965607230275,volume_down_break,volume_down_break,1,1,1.0,template_or_random,,,0,1,0.16065929058835343
mwega_g001_0039,True,64149,0.23477592548538803,0.22623016817025637,0.23877223339412929,1.055439401938799,0.21627772841353723,0.019810922301311783,0.006413418845584662,0.1374113273426015,-0.08351577344380413,19161,0.26172955482490473,1.1333239836975477,0.9122860945293941,higher_high,higher_high,1,1,1.0,template_or_random,,,0,1,0.15928725220245255
mwega_g001_0017,True,26264,0.09612238549234176,0.22623016817025637,0.31430855924459333,1.3893308827320099,0.31887755102040816,0.010037057927756656,-0.012735101203524335,0.1635581404045824,-0.10843987702626746,6845,0.3279766252739226,1.4201826605474,0.9583260971177021,"AND(ma_bull_order,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))","AND(ma_bull_order,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))",7,4,1.0,template_or_random,,,0,1,0.15664014598267564
mwega_g001_0058,True,46957,0.17185572858528372,0.22623016817025637,0.23423557723023192,1.0353861252224805,0.24959005047170815,0.02064427446874447,0.0065274219891025,0.13751128415716077,-0.0913690331333752,12940,0.25672333848531687,1.1116463972704853,0.9124046867426854,"COUNT_GE[(10, 1)](volume_down_break)","COUNT_GE[(10, 1)](volume_down_break)",2,2,1.0,random_inject,,,1,1,0.14482311181928914
mwega_g001_0019,True,11609,0.0424872362618259,0.22623016817025637,0.25816177103971055,1.141146528456908,0.2726333017486433,0.010837565450911964,-0.005510718713270135,0.14345977114843123,-0.09650729704719979,3496,0.2951945080091533,1.278231707559292,0.8745480150725079,long_upper_shadow_high_volume,long_upper_shadow_high_volume,1,1,1.0,template_or_random,,,0,1,0.1443507717986996
mwega_g001_0037,True,15416,0.0564202975460684,0.22623016817025637,0.22470160871821485,0.9932433438722851,0.21237675142708873,0.014709376489607313,0.0027237121118018903,0.12334735540844712,-0.08422980239599236,4065,0.25584255842558423,1.1078325017907587,0.8782808071534072,"THEN[(1, 3)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))","THEN[(1, 3)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",7,3,0.9917355371900828,mutate,"THEN[(2, 10)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",THEN,1,1,0.1275738586283616
mwega_g001_0051,True,23538,0.08614562556041502,0.22623016817025637,0.26242671424929903,1.1599987586615852,0.3052085988614156,0.010675157462650147,-0.00933209555062331,0.15228120202930667,-0.1020669837340761,7254,0.30824372759856633,1.3347365739627495,0.85136108459947,volume_price_confirm,volume_price_confirm,1,1,1.0,template_or_random,,,0,1,0.12753343145647836
mwega_g001_0016,True,21671,0.07931267956154958,0.22623016817025637,0.21743343638964516,0.9611160091876386,0.20640487287157952,0.015912182204492996,0.0035260375309495995,0.12339210294263078,-0.08312444983922561,5294,0.25179448432187385,1.0903037994147922,0.8635353430208412,"THEN[(2, 10)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))","THEN[(2, 10)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",7,3,0.9724517906336088,template_or_random,,,0,1,0.12679461281679347
mwega_g001_0032,True,48538,0.17764195655754203,0.22623016817025637,0.21123655692447155,0.9337240856643799,0.22501957229387284,0.016400307877545452,0.0056610597207673585,0.1317631068183916,-0.08513404364868624,2842,0.19247009148486982,0.8334212426647508,0.911159007167913,"COUNT_GE[(3, 2)](WITHOUT[60](ANY[20](volume_double)))","COUNT_GE[(3, 2)](WITHOUT[60](ANY[20](volume_double)))",4,4,1.0,crossover+mutate,"COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))|restart_big_up",COUNT_GE,1,1,0.12638317840704646
mwega_g001_0008,True,18594,0.06805131114242319,0.22623016817025637,0.2170592664300312,0.9594620743360659,0.2107131332687964,0.01430910395208814,0.0026261241317409034,0.1222634566616502,-0.0838751140222253,4668,0.2448586118251928,1.0602705436993056,0.8864677652628046,"THEN[(2, 10)](THEN[(3, 5)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))","THEN[(2, 10)](THEN[(3, 5)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",7,3,0.9724517906336088,mutate,"THEN[(2, 10)](THEN[(3, 10)](volume_double,ma5_above_ma10),AND(lower_shadow_on_ma,ma10_above_ma20))",THEN,1,1,0.12445958510352585
mwega_g001_0028,True,7063,0.025849543433308326,0.22623016817025637,0.30695172023219597,1.3568116167477282,0.43720798527537874,0.003997913548022064,-0.034422191644909006,0.20645579810807857,-0.12987033664014383,1921,0.3425299323269131,1.483200426868452,0.8961310859666389,near_limit_up,near_limit_up,1,1,1.0,template_or_random,,,0,1,0.12394399157088243
mwega_g001_0035,True,16597,0.060742584222372685,0.22623016817025637,0.2675182261854552,1.182504651564093,0.30234379707175996,0.005571259935051,-0.013883972358099128,0.1503446437408528,-0.10311891936317706,5327,0.3193166885676741,1.382683976178109,0.8377834161610346,big_amount_breakout,big_amount_breakout,1,1,1.0,template_or_random,,,0,1,0.12170423200199272
mwega_g001_0010,True,796,0.0029132431789485242,0.22623016817025637,0.2952261306532663,1.304981263290601,0.34296482412060303,0.000337899761897364,-0.020501138304003852,0.15865534089286729,-0.11350628934370853,206,0.2961165048543689,1.2822240772336888,0.9969931625339814,"AND(volume_down_break,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))","AND(volume_down_break,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))",7,4,1.0,crossover,"AND(ma_bull_order,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))|volume_down_break",,1,1,0.11415830582406956
mwega_g001_0006,True,4157,0.01521400991820228,0.22623016817025637,0.2699061823430358,1.1930600791487267,0.32427231176329085,0.006747863689812514,-0.019293400492912394,0.15541467784626795,-0.10682880310981062,1103,0.3173164097914778,1.37402250150185,0.8505900546410529,"AND(THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout)),ANY[3](close_above_ma20))","AND(THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout)),ANY[3](close_above_ma20))",8,4,1.0,crossover,"AND(volume_down_break,ANY[3](close_above_ma20))|THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",,1,1,0.11319912609491786
mwega_g001_0012,True,5644,0.020656211685911394,0.22623016817025637,0.30049610205527993,1.328275996458317,0.42593905031892276,0.002166953964829251,-0.030073758988914456,0.18531962282527478,-0.13103846191423169,1519,0.3087557603686636,1.3369537443513917,0.9732485693432201,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)","THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",6,4,0.9724517906336088,template_or_random,,,0,1,0.11266131167568456
mwega_g001_0023,True,5211,0.019071495233041157,0.22623016817025637,0.27960084436768373,1.2359131703304116,0.4108616388409135,0.005332444061816642,-0.026964145986156707,0.18599641044192716,-0.12064761058959703,1332,0.3490990990990991,1.51164579774301,0.8009211283822683,gap_up_big,gap_up_big,1,1,1.0,mutate,big_bear_candle,event,1,1,0.10565157558372124
mwega_g001_0034,True,4761,0.01742456127509287,0.22623016817025637,0.26990128124343626,1.1930384149310886,0.375131274942239,0.0009626507560810807,-0.02426078302500312,0.1632379746464365,-0.11764043274501912,1286,0.3118195956454121,1.3502205609459512,0.8655686974540125,"THEN[(1, 10)](break_60d_high,THEN[(1, 5)](close_near_high,volume_breakout))","THEN[(1, 10)](break_60d_high,THEN[(1, 5)](close_near_high,volume_breakout))",5,3,0.9724517906336088,mutate,"THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",THEN,1,1,0.09318944268276098
mwega_g001_0015,True,4864,0.017801526158801033,0.22623016817025637,0.2393092105263158,1.0578129895842026,0.3334703947368421,0.003392652063272858,-0.01435466550700798,0.1394920107171602,-0.10877117349375405,1389,0.298776097912167,1.293740470945108,0.8009650443880786,"AND(volume_down_break,ANY[3](close_above_ma20))","AND(volume_down_break,ANY[3](close_above_ma20))",4,3,1.0,template_or_random,,,0,1,0.08184748427101544
mwega_g001_0013,True,12261,0.04487346057423097,0.22623016817025637,0.2505505260582334,1.1075027176290388,0.3303971943560884,0.0025064609625648827,-0.018128778104562038,0.147735434566902,-0.1073319658724884,3795,0.3251646903820817,1.4080066063159578,0.7705342353249561,"COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))","COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))",5,4,1.0,template_or_random,,,0,1,0.07501010806946129
mwega_g001_0009,True,6092,0.02229582593737991,0.22623016817025637,0.25377544320420226,1.12175774458699,0.37048588312541036,0.003043683924324828,-0.02283195468589322,0.15327806261095928,-0.11385126590936433,1834,0.3233369683751363,1.4000923255333049,0.7848636810059139,"THEN[(1, 10)](break_60d_high,COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge)))","THEN[(1, 10)](break_60d_high,COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge)))",7,5,0.9724517906336088,crossover,"THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))|COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))",,1,1,0.06929080633520654
mwega_g001_0024,True,681,0.00249236005636174,0.22623016817025637,0.2966226138032305,1.3111541055832934,0.4287812041116006,0.0017978576695699244,-0.029198458266787908,0.1924268419481212,-0.1325409210780791,217,0.35023041474654376,1.5165445458314295,0.846935620990803,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),THEN[(1, 10)](volume_down_break,THEN[(1, 5)](shrink_volume_pullback,restart_big_up)))","THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),THEN[(1, 10)](volume_down_break,THEN[(1, 5)](shrink_volume_pullback,restart_big_up)))",10,4,0.9724517906336088,crossover+mutate,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)|THEN[(1, 10)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))",THEN,1,1,0.06724099450893431
mwega_g001_0007,True,1225,0.004483320218859224,0.22623016817025637,0.3053061224489796,1.3495376187812944,0.47346938775510206,-0.007487478855617611,-0.04964711826135071,0.20645498356866968,-0.1413490469701857,417,0.35251798561151076,1.5264500336828464,0.8660724698042482,"THEN[(1, 10)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))","THEN[(1, 10)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))",5,3,0.9724517906336088,template_or_random,,,0,1,0.0653766631483917
mwega_g001_0014,True,4077,0.014921221659011474,0.22623016817025637,0.27839097375521216,1.230565207137629,0.41231297522688254,-0.005640218256850343,-0.03510290462582544,0.16933100243544016,-0.1247285601436228,1154,0.3240901213171577,1.4033535785207876,0.8589924698222322,"AND(COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge)),AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))","AND(COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge)),AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))",11,5,1.0,crossover,"AND(ma_bull_order,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))|COUNT_GE[(3, 2)](THEN[(3, 5)](ANY[3](close_near_high),volume_surge))",,1,1,0.0577729658948172
mwega_g001_0036,True,8907,0.03259831280765641,0.22623016817025637,0.2715841472998765,1.2004771489869894,0.4421241719995509,-0.004942106000921499,-0.03541916280174762,0.1768567513821924,-0.12928414745531078,2398,0.32151793160967473,1.3922156530080931,0.8446936254540907,"AND(DECAY[10](near_limit_up),volume_price_confirm)","AND(DECAY[10](near_limit_up),volume_price_confirm)",4,3,1.0,crossover,"AND(DECAY[10](near_limit_up),WITHOUT[5](long_upper_shadow_high_volume))|volume_price_confirm",,1,1,0.05727766116586512
mwega_g001_0030,True,382,0.0013980639376361009,0.22623016817025637,0.2696335078534031,1.1918547823846475,0.5837696335078534,-0.024975176922665276,-0.08207414438546967,0.22526866037547358,-0.1536590098124003,125,0.368,1.5934892269988767,0.732699749601639,"THEN[(1, 2)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))","THEN[(1, 2)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))",5,3,0.9944903581267217,crossover+mutate,"big_up|THEN[(1, 10)](limit_up,THEN[(1, 5)](shrink_volume_pullback,restart_big_up))",THEN,1,1,-0.05675395030199894
mwega_g002_0053,True,3840,0.01405383644115871,0.22623016817025637,0.37395833333333334,1.6529994048004228,0.075,0.0783856113050075,0.053430131311638096,0.1968480729412911,-0.05815267170038634,62,0.3870967741935484,1.676180813813685,0.9660590277777779,WITHOUT[10](higher_low),WITHOUT[10](higher_low),2,2,1.0,random_inject,,,2,2,0.49934278750012107
