signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_mwega_equal,-0.06382731518048612,-1.102597272494655,-0.09818327134550751,-0.1119052071801705,72
score_mwega_trigger_count,-0.06382731518048612,-1.102597272494655,-0.09818327134550751,-0.1119052071801705,72
