generation,n_valid,best_fitness,mean_fitness,best_factor
0,19,0.21696243568116147,0.14382972926732873,mwega_g000_0044
1,38,0.27175743801443886,0.13547484792940026,mwega_g001_0045
2,41,0.49934278750012107,0.16106251948961542,mwega_g002_0053
3,41,0.49934278750012107,0.16576604903198577,mwega_g003_0000
4,41,0.49934278750012107,0.1796177949997658,mwega_g004_0000
5,36,0.49934278750012107,0.1845988566102832,mwega_g005_0000
6,41,0.49934278750012107,0.19602474766226044,mwega_g006_0000
7,33,0.49934278750012107,0.20177610017169134,mwega_g007_0000
8,39,0.49934278750012107,0.20683806980494218,mwega_g008_0000
