,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1362988.5985062676
Total Return [%],36.298859850626755
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000126
Total Fees Paid,0.0
Max Drawdown [%],15.17150324037608
Max Drawdown Duration,111 days 00:00:00
Total Trades,47877
Total Closed Trades,47617
Total Open Trades,260
Open Trade PnL,-24471.70486198343
Win Rate [%],62.27187769074071
Best Trade [%],98.0188932427832
Worst Trade [%],-34.551264367775275
Avg Winning Trade [%],4.450844044224098
Avg Losing Trade [%],-3.565667913584624
Avg Winning Trade Duration,5 days 13:12:47.786321327
Avg Losing Trade Duration,7 days 16:07:34.335455518
Profit Factor,1.3126294802851406
Expectancy,7.8202673611807505
Sharpe Ratio,1.467171877218555
Calmar Ratio,2.439186870993332
Omega Ratio,1.2371615115714603
Sortino Ratio,1.9419028800281979
