,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1066542.8575595894
Total Return [%],6.654285755958937
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000217
Total Fees Paid,0.0
Max Drawdown [%],22.09348132223915
Max Drawdown Duration,165 days 00:00:00
Total Trades,47070
Total Closed Trades,46810
Total Open Trades,260
Open Trade PnL,12600.003009549764
Win Rate [%],69.34415723136082
Best Trade [%],289.1792588546714
Worst Trade [%],-30.983170077844584
Avg Winning Trade [%],8.185882381689579
Avg Losing Trade [%],-3.4671343501319694
Avg Winning Trade Duration,6 days 16:53:35.378927911
Avg Losing Trade Duration,5 days 07:14:22.079186957
Profit Factor,1.0431287778574507
Expectancy,0.811054328015242
Sharpe Ratio,0.38972497027909986
Calmar Ratio,0.30638820473118655
Omega Ratio,1.0592823801408822
Sortino Ratio,0.4965742957791548
