,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,974738.1325672404
Total Return [%],-2.526186743275967
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000098
Total Fees Paid,0.0
Max Drawdown [%],18.482579861416745
Max Drawdown Duration,223 days 00:00:00
Total Trades,44278
Total Closed Trades,44018
Total Open Trades,260
Open Trade PnL,-19327.482300273856
Win Rate [%],57.33336362397201
Best Trade [%],61.80750529251225
Worst Trade [%],-30.246196394999785
Avg Winning Trade [%],4.469822053624302
Avg Losing Trade [%],-3.820660400107074
Avg Winning Trade Duration,4 days 11:21:10.277766771
Avg Losing Trade Duration,5 days 21:25:49.504523912
Profit Factor,0.9954512236273754
Expectancy,-0.47480658540418474
Sharpe Ratio,0.027285455252694185
Calmar Ratio,-0.13893408883383443
Omega Ratio,1.004035039939514
Sortino Ratio,0.03470353998650936
