,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1308401.8985271319
Total Return [%],30.840189852713184
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000038
Total Fees Paid,0.0
Max Drawdown [%],17.62841125278138
Max Drawdown Duration,68 days 00:00:00
Total Trades,45872
Total Closed Trades,45612
Total Open Trades,260
Open Trade PnL,-19608.290311814933
Win Rate [%],58.730158730158735
Best Trade [%],102.9339237757923
Worst Trade [%],-32.449981437350935
Avg Winning Trade [%],3.684443728797393
Avg Losing Trade [%],-3.3291047525450193
Avg Winning Trade Duration,3 days 23:09:21.744064506
Avg Losing Trade Duration,5 days 18:01:29.337702100
Profit Factor,1.2654237798576842
Expectancy,6.890062071179262
Sharpe Ratio,1.2357647515355776
Calmar Ratio,1.7828789412900146
Omega Ratio,1.2008202159318144
Sortino Ratio,1.623564100463503
