,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1071521.4869282113
Total Return [%],7.152148692821118
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000222
Total Fees Paid,0.0
Max Drawdown [%],15.559322932916183
Max Drawdown Duration,158 days 00:00:00
Total Trades,38090
Total Closed Trades,37830
Total Open Trades,260
Open Trade PnL,-5607.606665900555
Win Rate [%],65.84721120803594
Best Trade [%],167.95366956487968
Worst Trade [%],-45.901734070406064
Avg Winning Trade [%],10.191862311053963
Avg Losing Trade [%],-5.214782890575151
Avg Winning Trade Duration,25 days 18:32:37.960658370
Avg Losing Trade Duration,21 days 08:19:05.912340690
Profit Factor,1.1279080388237288
Expectancy,1.974420672268085
Sharpe Ratio,0.43139894599742346
Calmar Ratio,0.4676251603642956
Omega Ratio,1.0710616807802436
Sortino Ratio,0.5548740647267535
