,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,988844.1975574521
Total Return [%],-1.1155802442547837
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000193
Total Fees Paid,0.0
Max Drawdown [%],21.493291137311694
Max Drawdown Duration,260 days 00:00:00
Total Trades,42340
Total Closed Trades,42080
Total Open Trades,260
Open Trade PnL,9511.61571161665
Win Rate [%],66.1787072243346
Best Trade [%],190.58466921021125
Worst Trade [%],-31.251794015406325
Avg Winning Trade [%],9.831442441249866
Avg Losing Trade [%],-4.81495940804957
Avg Winning Trade Duration,11 days 19:29:30.525711002
Avg Losing Trade Duration,10 days 05:44:42.672706681
Profit Factor,0.9778825246606803
Expectancy,-0.6546119292983263
Sharpe Ratio,0.08376684381381201
Calmar Ratio,-0.05276618208145776
Omega Ratio,1.012650553721276
Sortino Ratio,0.10602512014300147
