,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1099629.3209327785
Total Return [%],9.96293209327786
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000173
Total Fees Paid,0.0
Max Drawdown [%],17.863282339331295
Max Drawdown Duration,135 days 00:00:00
Total Trades,44714
Total Closed Trades,44454
Total Open Trades,260
Open Trade PnL,-3484.979330494986
Win Rate [%],61.445539209070056
Best Trade [%],256.2874251497006
Worst Trade [%],-25.661595829692
Avg Winning Trade [%],4.8984369633490354
Avg Losing Trade [%],-3.5531486668036303
Avg Winning Trade Duration,5 days 08:50:17.594728171
Avg Losing Trade Duration,6 days 11:12:25.464190981
Profit Factor,1.090590415357305
Expectancy,2.056957044653654
Sharpe Ratio,0.5245150763499793
Calmar Ratio,0.5675112835505408
Omega Ratio,1.0852700524157133
Sortino Ratio,0.6712893401685589
