,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1392071.6233975638
Total Return [%],39.20716233975639
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000198
Total Fees Paid,0.0
Max Drawdown [%],16.546695413872513
Max Drawdown Duration,108 days 00:00:00
Total Trades,43681
Total Closed Trades,43421
Total Open Trades,260
Open Trade PnL,-39207.36381884809
Win Rate [%],61.03037700651759
Best Trade [%],126.9645610453088
Worst Trade [%],-40.93016930961954
Avg Winning Trade [%],6.973251317225129
Avg Losing Trade [%],-4.672968549332455
Avg Winning Trade Duration,16 days 10:54:31.245283019
Avg Losing Trade Duration,24 days 02:51:40.392436675
Profit Factor,1.6959767246375343
Expectancy,9.845094745419239
Sharpe Ratio,1.5190994849713941
Calmar Ratio,2.41612659289899
Omega Ratio,1.2494940767170504
Sortino Ratio,2.0213103637624594
