factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.ret_1,0.03045984060235484,1.7592714841435824,0.001437758231723975,0.07131024152863914,0.03756143476845824,0.8133333333333334
