,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1048025.0607470021
Total Return [%],4.802506074700217
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000126
Total Fees Paid,0.0
Max Drawdown [%],21.31272524994048
Max Drawdown Duration,169 days 00:00:00
Total Trades,50536
Total Closed Trades,50276
Total Open Trades,260
Open Trade PnL,-3778.623075944701
Win Rate [%],65.38507438937067
Best Trade [%],199.40892518292054
Worst Trade [%],-32.37655587038907
Avg Winning Trade [%],6.033552421377348
Avg Losing Trade [%],-3.4034903320228778
Avg Winning Trade Duration,4 days 12:35:46.004319654
Avg Losing Trade Duration,4 days 14:18:52.956597727
Profit Factor,1.0357842089772378
Expectancy,0.6311389525697599
Sharpe Ratio,0.3180138466922034
Calmar Ratio,0.2291917238665941
Omega Ratio,1.0473207110152176
Sortino Ratio,0.40948346272775427
