factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.roc_rank_20,0.020897901787087426,1.4287809965465135,0.0102017364857081,0.5694097077389084,0.013484685685617195,0.676056338028169
