,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1186808.3274479234
Total Return [%],18.68083274479234
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000256
Total Fees Paid,0.0
Max Drawdown [%],20.929808810294464
Max Drawdown Duration,166 days 00:00:00
Total Trades,48065
Total Closed Trades,47805
Total Open Trades,260
Open Trade PnL,-18913.803288623836
Win Rate [%],60.12132622110657
Best Trade [%],84.77251576657373
Worst Trade [%],-34.35434841823197
Avg Winning Trade [%],4.874742415651974
Avg Losing Trade [%],-3.758305419676691
Avg Winning Trade Duration,4 days 04:03:53.979332660
Avg Losing Trade Duration,5 days 10:58:35.280587796
Profit Factor,1.1363648325090094
Expectancy,3.829541006155459
Sharpe Ratio,0.788529213211
Calmar Ratio,0.908801077498402
Omega Ratio,1.1199309498327987
Sortino Ratio,1.03936430825886
