,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1418985.362350023
Total Return [%],41.898536235002275
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000196
Total Fees Paid,0.0
Max Drawdown [%],18.254463190844028
Max Drawdown Duration,108 days 00:00:00
Total Trades,48875
Total Closed Trades,48615
Total Open Trades,260
Open Trade PnL,-15979.763722291602
Win Rate [%],63.305564126298464
Best Trade [%],334.0174696534548
Worst Trade [%],-40.156712320193115
Avg Winning Trade [%],6.286884265579238
Avg Losing Trade [%],-3.4882029368313687
Avg Winning Trade Duration,4 days 08:15:38.601507668
Avg Losing Trade Duration,5 days 02:33:43.669861677
Profit Factor,1.2686541796562805
Expectancy,8.1519665046902
Sharpe Ratio,1.5730438884624753
Calmar Ratio,2.340845481507357
Omega Ratio,1.2524258158957207
Sortino Ratio,2.118581915936498
