,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1228896.164371773
Total Return [%],22.889616437177295
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000213
Total Fees Paid,0.0
Max Drawdown [%],17.72280299082539
Max Drawdown Duration,135 days 00:00:00
Total Trades,46795
Total Closed Trades,46535
Total Open Trades,260
Open Trade PnL,-7713.690929844643
Win Rate [%],64.39883958310949
Best Trade [%],163.20541760722364
Worst Trade [%],-36.611466990607575
Avg Winning Trade [%],6.11060770942105
Avg Losing Trade [%],-3.3447973164380986
Avg Winning Trade Duration,4 days 19:56:11.276027762
Avg Losing Trade Duration,5 days 06:04:21.130785199
Profit Factor,1.1860657287355454
Expectancy,4.769210656393447
Sharpe Ratio,1.0049995299700363
Calmar Ratio,1.3154624399636148
Omega Ratio,1.1639049807155977
Sortino Ratio,1.304969837893203
