factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.ma_120_ratio,-0.05065833146236833,-2.763619294512915,-0.09108597018977936,-5.77778480132884,-0.017928751752925704,0.30612244897959184
