,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1152894.6070885395
Total Return [%],15.289460708853946
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000114
Total Fees Paid,0.0
Max Drawdown [%],17.700782968953717
Max Drawdown Duration,144 days 00:00:00
Total Trades,45704
Total Closed Trades,45444
Total Open Trades,260
Open Trade PnL,-19962.48004400709
Win Rate [%],59.02429363612358
Best Trade [%],102.93386043474993
Worst Trade [%],-34.258717705781216
Avg Winning Trade [%],4.319062167679374
Avg Losing Trade [%],-3.532747996538826
Avg Winning Trade Duration,4 days 18:46:02.912425903
Avg Losing Trade Duration,6 days 07:50:12.532637075
Profit Factor,1.151929352808836
Expectancy,3.4809801833332585
Sharpe Ratio,0.7328273003357286
Calmar Ratio,0.8792791917557078
Omega Ratio,1.116942791207608
Sortino Ratio,0.9385718079430595
