,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1379963.3185807657
Total Return [%],37.99633185807657
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000225
Total Fees Paid,0.0
Max Drawdown [%],14.005366404645883
Max Drawdown Duration,59 days 00:00:00
Total Trades,44817
Total Closed Trades,44557
Total Open Trades,260
Open Trade PnL,-19101.651053604714
Win Rate [%],62.026168727697105
Best Trade [%],155.86658725431798
Worst Trade [%],-31.272495356276835
Avg Winning Trade [%],3.9438564668446667
Avg Losing Trade [%],-3.0690050143258043
Avg Winning Trade Duration,4 days 21:04:18.305894272
Avg Losing Trade Duration,6 days 02:31:00.576923076
Profit Factor,1.3735867674719322
Expectancy,8.552875398094724
Sharpe Ratio,1.5955651670397029
Calmar Ratio,2.766161757696016
Omega Ratio,1.2793667904574195
Sortino Ratio,2.1092246679379163
