,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1188881.6941152602
Total Return [%],18.888169411526004
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000019
Total Fees Paid,0.0
Max Drawdown [%],18.015683322410933
Max Drawdown Duration,144 days 00:00:00
Total Trades,45334
Total Closed Trades,45074
Total Open Trades,260
Open Trade PnL,-11742.663797870287
Win Rate [%],57.239206637973105
Best Trade [%],108.93026936962455
Worst Trade [%],-31.408071144161276
Avg Winning Trade [%],4.789656188848138
Avg Losing Trade [%],-3.964808676761553
Avg Winning Trade Duration,4 days 03:56:55.813953488
Avg Losing Trade Duration,5 days 19:11:45.489660963
Profit Factor,1.152561287987678
Expectancy,4.11413941929986
Sharpe Ratio,0.8188651995618426
Calmar Ratio,1.0675388609314898
Omega Ratio,1.1286567628898319
Sortino Ratio,1.070313371042037
