,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1198025.5421024705
Total Return [%],19.80255421024706
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000213
Total Fees Paid,0.0
Max Drawdown [%],14.537030138466955
Max Drawdown Duration,76 days 00:00:00
Total Trades,40606
Total Closed Trades,40346
Total Open Trades,260
Open Trade PnL,-12821.37879606217
Win Rate [%],64.14266593962226
Best Trade [%],120.57724358980747
Worst Trade [%],-31.77632532734713
Avg Winning Trade [%],5.550245622251954
Avg Losing Trade [%],-3.283561638723753
Avg Winning Trade Duration,5 days 02:36:04.813168978
Avg Losing Trade Duration,5 days 09:28:54.527140458
Profit Factor,1.1828389007850426
Expectancy,4.884083630896981
Sharpe Ratio,0.9458461226523891
Calmar Ratio,1.3871375879946857
Omega Ratio,1.1606518310370968
Sortino Ratio,1.2433473855825763
